id,facility_id,year,material,commodity,value_tonnes,grade_ppm,recovery_rate,yield_ppm,amount_sold_tonnes,metal_payable_tonnes,mine_processing,reporting_period,source_id,comment,id_minerals
1248,COM00198.00,2000,O.bulk,Me.Zn,61754,51000,0,,,,,July-June,det_3127,,1318
1249,COM00198.00,2001,O.bulk,Me.Ag,900.664,599,3e-6,,,,,July-June,det_3127,,1320
1250,COM00198.00,2001,O.bulk,Me.Pb,210872,133000,0,,,,,July-June,det_3127,,1320
1251,COM00198.00,2001,O.bulk,Me.Zn,76122,54000,0,,,,,July-June,det_3127,,1320
1252,COM00198.00,2002,O.bulk,Me.Ag,1338.24,615,3e-6,,,1019.562,,July-June,det_3128,,1322
1253,COM00198.00,2002,O.bulk,Me.Pb,280704,129000,0,,,231764,,July-June,det_3128,,1322
1254,COM00198.00,2002,O.bulk,Me.Zn,100096,46000,0,,,58856,,July-June,det_3128,,1322
1255,COM00198.00,2003,O.bulk,Me.Ag,1257.728,544,3e-6,,,988.605,,July-June,det_3128,,1324
1256,COM00198.00,2003,O.bulk,Me.Pb,275128,119000,0,,,237427,,July-June,det_3128,,1324
1257,COM00198.00,2003,O.bulk,Me.Zn,104040,45000,0,,,63862,,July-June,det_3128,,1324
1258,COM00198.00,2004,O.bulk,Me.Ag,1356.68,520,4e-6,,,1060.839,,July-June,det_3129,,1326
1259,COM00198.00,2004,O.bulk,Me.Pb,289599,111000,0,,,249885,,July-June,det_3129,,1326
1260,COM00198.00,2004,O.bulk,Me.Zn,93924,36000,0,,,53624,,July-June,det_3129,,1326
1261,COM00198.00,2005,O.bulk,Me.Ag,1590.835,515,4e-6,,,1248.229,,July-June,det_3129,,1328
1262,COM00198.00,2005,O.bulk,Me.Pb,324345,105000,0,,,281970,,July-June,det_3129,,1328
1263,COM00198.00,2005,O.bulk,Me.Zn,98848,32000,0,,,52841,,July-June,det_3129,,1328
1264,COM00198.00,2006,O.bulk,Me.Ag,1389.2,460,5e-6,,,1089.954,,July-June,det_3130,,1330
1265,COM00198.00,2006,O.bulk,Me.Pb,311060,103000,0,,,266321,,July-June,det_3130,,1330
1266,COM00198.00,2006,O.bulk,Me.Zn,111740,37000,0,,,68779,,July-June,det_3130,,1330
1267,COM00198.00,2007,O.bulk,Me.Ag,1049.556,447,5e-6,,,825.113,,July-June,det_3130,,1332
1268,COM00198.00,2007,O.bulk,Me.Pb,241844,103000,0,,,210814,,July-June,det_3130,,1332
1269,COM00198.00,2007,O.bulk,Me.Zn,77484,33000,0,,,45682,,July-June,det_3130,,1332
1270,COM00198.00,2008,O.bulk,Me.Ag,1288,460,5e-6,,,1005.983,,July-June,det_3131,,1334
1271,COM00198.00,2008,O.bulk,Me.Pb,288400,103000,0,,,251548,,July-June,det_3131,,1334
1272,COM00198.00,2008,O.bulk,Me.Zn,95200,34000,0,,,60969,,July-June,det_3131,,1334
1273,COM00198.00,2009,O.bulk,Me.Ag,1242.18,412,6e-6,,,945.939,,July-June,det_3131,,1336
1274,COM00198.00,2009,O.bulk,Me.Pb,268335,89000,0,,,226794,,July-June,det_3131,,1336
1275,COM00198.00,2009,O.bulk,Me.Zn,93465,31000,0,,,54849,,July-June,det_3131,,1336
1276,COM00198.00,2010,O.bulk,Me.Ag,1372.617,437,5e-6,,,1056.757,,July-June,det_3132,,1338
1277,COM00198.00,2010,O.bulk,Me.Pb,288972,92000,0,,,245445,,July-June,det_3132,,1338
1278,COM00198.00,2010,O.bulk,Me.Zn,103653,33000,0,,,62706,,July-June,det_3132,,1338
1279,COM00198.00,2011,O.bulk,Me.Ag,1288.53,417,6e-6,,,998.612,,July-June,det_3132,,1340
1280,COM00198.00,2011,O.bulk,Me.Pb,284280,92000,0,,,243364,,July-June,det_3132,,1340
1281,COM00198.00,2011,O.bulk,Me.Zn,98880,32000,0,,,60657,,July-June,det_3132,,1340
1282,COM00198.00,2012,O.bulk,Me.Ag,1241.364,372,7e-6,,,969.78,,July-June,det_3133,,1342
1283,COM00198.00,2012,O.bulk,Me.Pb,276971,83000,0,,,239090,,July-June,det_3133,,1342
1284,COM00198.00,2012,O.bulk,Me.Zn,93436,28000,0,,,54677,,July-June,det_3133,,1342
1285,COM00198.00,2013,O.bulk,Me.Ag,1132.2,360,8e-6,,,880.593,,July-June,det_3133,,1344
1286,COM00198.00,2013,O.bulk,Me.Pb,248455,79000,0,,,213425,,July-June,det_3133,,1344
1287,COM00198.00,2013,O.bulk,Me.Zn,94350,30000,0,,,56281,,July-June,det_3133,,1344
1288,COM00198.00,2014,O.bulk,Me.Ag,947.792,296,1.1e-5,,,713.302,,July-June,det_3134,,1346
1289,COM00198.00,2014,O.bulk,Me.Pb,227342,71000,0,,,187000,,July-June,det_3134,,1346
1290,COM00198.00,2014,O.bulk,Me.Zn,96060,30000,0,,,58000,,July-June,det_3134,,1346
1291,COM00198.00,2015,O.bulk,Me.Ag,845.273,257,1.5e-5,,,640.728,,July-June,det_3134,,1348
1292,COM00198.00,2015,O.bulk,Me.Pb,220363,67000,0,,,183000,,July-June,det_3134,,1348
1293,COM00198.00,2015,O.bulk,Me.Zn,111826,34000,0,,,72000,,July-June,det_3134,,1348
1294,COM00198.00,2016,O.bulk,Me.Ag,802.995,255,1.5e-5,,,606.481,,July-June,det_3135,,1350
1295,COM00198.00,2016,O.bulk,Me.Pb,207834,66000,0,,,173200,,July-June,det_3135,,1350
1296,COM00198.00,2016,O.bulk,Me.Zn,119662,38000,0,,,79000,,July-June,det_3135,,1350
1297,COM00198.00,2017,O.bulk,Me.Ag,588.984,194,2.7e-5,,,442.338,,July-June,det_3135,,1352
1298,COM00198.00,2017,O.bulk,Me.Pb,163944,54000,0,,,132100,,July-June,det_3135,,1352
1299,COM00198.00,2017,O.bulk,Me.Zn,103224,34000,0,,,70400,,July-June,det_3135,,1352
1300,COM00198.00,2018,O.bulk,Me.Ag,456.87,194,2.7e-5,,,354.114,,July-June,det_3136,,1354
1301,COM00198.00,2018,O.bulk,Me.Pb,124815,53000,0,,,104400,,July-June,det_3136,,1354
1302,COM00198.00,2018,O.bulk,Me.Zn,61230,26000,0,,,41300,,July-June,det_3136,,1354
1303,COM00198.00,2019,O.bulk,Me.Ag,459.08,184,3e-5,,,345.893,,July-June,det_3136,,1356
1304,COM00198.00,2019,O.bulk,Me.Pb,124750,50000,0,,,101400,,July-June,det_3136,,1356
1305,COM00198.00,2019,O.bulk,Me.Zn,74850,30000,0,,,51600,,July-June,det_3136,,1356
1306,COM00205.00,2014,O.Au,Me.Au,25.668,1.197569,,,,,,,det_2984,,1372
1307,COM00205.00,2015,O.Au,Me.Au,25.118,1.200548,,,25.118,,,,det_3137,,1374
1308,COM00205.00,2016,O.Au,Me.Au,26.762,1.113147,,,26.762,,,,det_3137,,1376
1309,COM00205.00,2017,O.Au,Me.Au,27.556,0.945303,,,27.669,,,,det_3137,,1378
1310,COM00205.00,2018,O.Au,Me.Au,26.28,1.416333,,,26.337,,,,det_3137,,1380
1311,COM00206.00,2018,,Me.Cu,3200,,,,,,,,det_1199,,
1312,COM00207.00,2000,,Oth.cuca,22044.589,,,,,,,,det_2716,,
1313,COM00207.00,2001,,Oth.cuca,21092.045,,,,,,,,det_2716,,
1314,COM00207.00,2002,,Oth.cuca,22089.948,,,,,,,,det_2716,,
1315,COM00207.00,2003,,Oth.cuca,21046.686,,,,,,,,det_2716,,
1316,COM00207.00,2004,,Me.Cu,20910.608,,,,,,,,det_2715,,
1317,COM00207.00,2005,,Me.Cu,23405.366,,,,,,,,det_2714,,
1318,COM00207.00,2006,,Me.Cu,18778.724,,,,,,,,det_2714,,
1319,COM00207.00,2008,,Me.Cu,21100,,,,,,,,det_1812,,
1320,COM00207.00,2009,,Me.Cu,17900,,,,,,,,det_1811,,
1321,COM00207.00,2010,O.bulk,Me.Au,0.785,0.081082,,,0.68,,,,det_3021,,1382
1322,COM00207.00,2010,O.bulk,Me.Cu,34800,4500,0.786,,30700,,,,det_1807,,1382
1323,COM00207.00,2011,O.bulk,Me.Au,1.539,0.104358,,,1.347,,,,det_3021,,1384
1324,COM00207.00,2011,O.bulk,Me.Cu,66100,5100,0.882,,63000,,,,det_1807,,1384
1325,COM00207.00,2012,O.bulk,Me.Au,1.633,0.097646,,,1.596,,,,det_3021,,1386
1326,COM00207.00,2012,O.bulk,Me.Cu,75800,5200,0.868,,72800,,,,det_1807,,1386
1327,COM00207.00,2013,O.bulk,Me.Au,1.928,0.106813,,,1.902,,,,det_3021,,1388
1328,COM00207.00,2013,O.bulk,Me.Cu,76800,4800,0.877,,78800,,,,det_1807,,1388
1329,COM00207.00,2014,O.bulk,Me.Au,1.347,0.076183,,,1.213,,,,det_3021,,1390
1330,COM00207.00,2014,O.bulk,Me.Cu,67500,4400,0.87,,69400,,,,det_1807,,1390
1331,COM00207.00,2015,O.bulk,Me.Au,1.349,0.077962,,,1.145,,,,det_3021,,1392
1332,COM00207.00,2015,O.bulk,Me.Cu,68300,4500,0.886,,66900,,,,det_1807,,1392
1333,COM00207.00,2016,O.bulk,Me.Au,1.511,0.084599,,,1.522,,,,det_3021,,1394
1334,COM00207.00,2016,O.bulk,Me.Cu,69500,4400,0.89,,69600,,,,det_1807,,1394
1335,COM00207.00,2017,O.bulk,Me.Au,1.545,0.089444,,,1.571,,,,det_3021,,1396
1336,COM00207.00,2017,O.bulk,Me.Cu,72500,4700,0.89,,73900,,,,det_1807,,1396
1337,COM00207.00,2018,O.bulk,Me.Au,1.69,0.0915,,,1.653,,,,det_3021,,1398
1338,COM00207.00,2018,O.bulk,Me.Cu,63500,4000,0.869,,60100,,,,det_1807,,1398
1339,COM00208.00,2010,O.Au,Me.Au,0.779,,,,,,,July-June,det_2789,,
1340,COM00208.00,2011,O.Au,Me.Au,3.457,,,,,,,July-June,det_2788,,
1341,COM00208.00,2012,O.Au,Me.Au,3.611,,,,,,,July-June,det_2787,,
1342,COM00208.00,2013,O.Au,Me.Au,4.235,1.87,0.904,,,,,July-June,det_2367,,1400
1343,COM00208.00,2014,O.Au,Me.Au,4.152,1.85,0.874,,,,,July-June,det_2366,,1402
1344,COM00208.00,2015,O.Au,Me.Au,5.21,2.49,0.905,,,,,July-June,det_2365,,1404
1345,COM00208.00,2016,O.Au,Me.Au,4.889,2.3,0.92,,,,,July-June,det_2364,,1406
1346,COM00208.00,2017,O.Au,Me.Au,4.851,2.1,0.918,,,,,July-June,det_2363,,1408
1347,COM00208.00,2018,O.Au,Me.Au,5.327,2.3,0.93,,,,,July-June,det_2362,,1410
1348,COM00208.00,2019,O.Au,Me.Au,6.212,2.7,0.931,,,,,July-June,det_2361,,1412
1349,COM00208.00,2020,O.Au,Me.Au,6.322,2.8,0.93,,,,,July-June,det_1499,,1414
1350,COM00210.00,2011,Con.Fe,Me.Fe,16460400,638000,0,,,,,,det_3138,,1440
1351,COM00210.00,2012,Con.Fe,Me.Fe,15128700,633000,0,,,,,,det_3138,,1441
1352,COM00210.00,2013,Con.Fe,Me.Fe,11787600,627000,0,,,,,,det_3138,,1442
1353,COM00210.00,2014,Con.Fe,Me.Fe,16020775,629500,0,,,,,,det_3139,,1443
1354,COM00210.00,2015,Con.Fe,Me.Fe,17775840,638500,0,,,,,,det_3139,,1444
1355,COM00210.00,2016,Con.Fe,Me.Fe,19961485,620500,0,,,,,,det_3139,,1445
1356,COM00210.00,2017,Con.Fe,Me.Fe,18326000,612500,0,,,,,,det_3140,,1446
1357,COM00210.00,2018,Con.Fe,Me.Fe,17243780,618500,0,,,,,,det_3140,,1447
1358,COM00210.00,2019,Con.Fe,Me.Fe,19655125,612500,0,,,,,,det_3140,,1448
1359,COM00211.00,2011,O.bulk,Me.Ag,6.983,117.57,0.729,,,,,July-June,det_2286,,1450
1360,COM00211.00,2011,O.bulk,Me.Au,0.532,7.51,0.8695,,,,,July-June,det_2286,,1450
1361,COM00211.00,2012,O.bulk,Me.Ag,29.147,121.11,0.7625,,,,,July-June,det_2285,,1452
1362,COM00211.00,2012,O.bulk,Me.Au,2.208,8,0.8738,,,,,July-June,det_2285,,1452
1363,COM00211.00,2013,O.bulk,Me.Ag,42.331,122.75,0.8064,,,,,July-June,det_2284,,1454
1364,COM00211.00,2013,O.bulk,Me.Au,2.156,5.65,0.8924,,,,,July-June,det_2284,,1454
1365,COM00211.00,2014,O.bulk,Me.Ag,76.99,191.73,0.7728,,,,,July-June,det_2283,,1456
1366,COM00211.00,2014,O.bulk,Me.Au,1.951,4.12,0.9109,,,,,July-June,det_2283,,1456
1367,COM00211.00,2015,O.bulk,Me.Ag,96.758,235.72,0.8057,,,,,July-June,det_2282,,1458
1368,COM00211.00,2015,O.bulk,Me.Au,1.737,3.73,0.9142,,,,,July-June,det_2282,,1458
1369,COM00211.00,2017,O.bulk,Me.Ag,60,186.337271,,,,,,,det_3141,"=1022639+374583+288327+434607 ounces. In 2017, Austral Gold changed their financial year from July-June to January-December. Therefore, for the year 2017, actually the production from 01.07.2016 to 31.12.2017 is recorded.",1460
1370,COM00211.00,2017,O.bulk,Me.Au,0.63,1.957716,,,,,,,det_3141,"=9939+4360+3487+4489 ounces. In 2017, Austral Gold changed their financial year from July-June to January-December. Therefore, for the year 2017, actually the production from 01.07.2016 to 31.12.2017 is recorded.",1460
1371,COM00211.00,2018,O.bulk,Me.Ag,34.337,277.3,1.9e-5,,,,,,det_3142,,1462
1372,COM00211.00,2018,O.bulk,Me.Au,0.327,2,0.276907,,,,,,det_3142,,1462
1373,COM00211.00,2019,O.bulk,Me.Ag,4.062,97.8,1e-4,,,,,,det_3142,,1464
1374,COM00211.00,2019,O.bulk,Me.Au,0.078,2.7,0.186836,,,,,,det_3142,,1464
1375,COM00212.00,2003,O.Nb,Me.Nb,3300,108700,0,,,,,,det_3075,,1466
1376,COM00212.00,2004,O.Nb,Me.Nb,3500,110400,0,,,,,,det_3075,,1468
1377,COM00212.00,2005,O.Nb,Me.Nb,4000,110000,0,,,,,,det_3076,,1470
1378,COM00212.00,2006,O.Nb,Me.Nb,4700,109000,0,,,,,,det_3076,,1472
1379,COM00212.00,2007,O.Nb,Me.Nb,4700,109000,0,,,,,,det_3077,,1474
1380,COM00212.00,2008,O.Nb,Me.Nb,4600,111000,0,,,,,,det_3077,,1476
1381,COM00212.00,2009,O.Nb,Me.Nb,5100,93000,0,,,,,,det_3078,,1478
1382,COM00212.00,2010,O.Nb,Me.Nb,4000,66000,0,,,,,,det_3078,,1480
1383,COM00216.00,2013,O.bulk,Me.Cu,31510,31000,0.77,,31370,,,,det_1723,,1490
1384,COM00216.00,2013,O.bulk,Me.Zn,43097,49000,0.66,,43354,,,,det_1723,,1490
1385,COM00216.00,2014,O.bulk,Me.Cu,29360,27000,0.77,,29241,,,,det_1723,,1492
1386,COM00216.00,2014,O.bulk,Me.Zn,36218,43000,0.63,,37298,,,,det_1723,,1492
1387,COM00216.00,2015,O.bulk,Me.Cu,24304,25000,0.81,,22401,,,,det_1722,,1494
1388,COM00216.00,2015,O.bulk,Me.Zn,19808,30000,0.54,,19479,,,,det_1722,,1494
1389,COM00216.00,2016,O.bulk,Me.Cu,25330,23000,0.87,,26795,,,,det_1722,,1496
1390,COM00216.00,2016,O.bulk,Me.Zn,8062,16000,0.39,,6825,,,,det_1722,,1496
1391,COM00216.00,2017,O.bulk,Me.Cu,16523,19600,0.89,,17716,,,,det_1709,,1498
1392,COM00216.00,2017,O.bulk,Me.Zn,3326,10500,0.34,,4435,,,,det_1709,,1498
1393,COM00216.00,2018,O.bulk,Me.Cu,19896,22600,0.88,,17397,,,,det_1709,,1500
1394,COM00216.00,2018,O.bulk,Me.Zn,4091,14000,0.29,,4313,,,,det_1709,,1500
1395,COM00220.00,2001,O.Cu,Oth.cuca,43000,14400,0.761,,,,Heap leaching,,det_1901,Total production 2001 (Kt): 34 (regular period) + 9 (commissioning period in Q2) = 43Kt,
1396,COM00220.00,2002,O.Cu,Oth.cuca,84300,15000,0.744,,,,Heap leaching,,det_1900,,
1397,COM00220.00,2003,O.Cu,Oth.cuca,92400,14600,0.782,,,,Heap leaching,,det_1900,,
1398,COM00220.00,2004,O.Cu,Oth.cuca,97800,13500,0.781,,,,Heap leaching,,det_1899,,
1399,COM00220.00,2005,O.Cu,Oth.cuca,98100,12300,0.802,,,,Heap leaching,,det_1899,,
1400,COM00220.00,2006,O.Cu,Oth.cuca,94000,11600,0.781,,,94000,Heap leaching,,det_3144,,
1401,COM00220.00,2007,O.Cu,Oth.cuca,93000,12300,0.778,,,93000,Heap leaching,,det_3144,,
1402,COM00220.00,2008,O.Cu,Oth.cuca,90800,11600,0.747,,,90800,Heap leaching,,det_3145,,
1403,COM00220.00,2009,O.Cu,Oth.cuca,90200,12500,0.73,,,90200,Heap leaching,,det_3145,,
1404,COM00220.00,2010,O.Cu,Oth.cuca,95300,11000,0.717,,,95300,Heap leaching,,det_3143,,
1405,COM00220.00,2011,O.Cu,Me.Au,5.328,0.36,0.728,,,4.886,,,det_3143,,1557
1406,COM00220.00,2011,O.Cu,Me.Cu,97114.732,5600,0.853,,,90100,,,det_3143,,1557
1407,COM00220.00,2011,O.Cu,Oth.cuca,97100,12600,0.71,,,97100,Heap leaching,,det_3143,,
1408,COM00220.00,2012,O.Cu,Me.Au,7.726,0.35,0.774,,7.732,,,,det_1895,,1561
1409,COM00220.00,2012,O.Cu,Me.Cu,163200,6700,0.877,,163000,,,,det_1895,,1561
1410,COM00220.00,2012,O.Cu,Oth.cuca,105000,17200,0.755,,105900,,Heap leaching,,det_1895,,
1411,COM00220.00,2013,O.Cu,Me.Au,7.375,0.3,0.781,,7.029,,,,det_1895,,1565
1412,COM00220.00,2013,O.Cu,Me.Cu,174900,6400,0.873,,168200,,,,det_1895,,1565
1413,COM00220.00,2013,O.Cu,Oth.cuca,102600,15200,0.782,,101600,,Heap leaching,,det_1895,,
1414,COM00220.00,2014,O.Cu,Me.Au,6.358,0.3,0.747,,6.333,,,,det_1174,,1569
1415,COM00220.00,2014,O.Cu,Me.Cu,172800,6500,0.882,,178800,,,,det_1174,,1569
1416,COM00220.00,2014,O.Cu,Oth.cuca,93800,13100,0.705,,92100,,Heap leaching,,det_1174,,
1417,COM00220.00,2015,O.Cu,Me.Au,5.054,0.2,0.723,,5.157,,,,det_1174,,1573
1418,COM00220.00,2015,O.Cu,Me.Cu,145200,5800,0.855,,145600,,,,det_1174,,1573
1419,COM00220.00,2015,O.Cu,Oth.cuca,75900,9800,0.689,,78800,,Heap leaching,,det_1174,,
1420,COM00220.00,2016,O.Cu,Me.Au,6.625,0.28,0.722,,6.491,,,,det_1894,,1577
1421,COM00220.00,2016,O.Cu,Me.Cu,180400,6300,0.877,,171700,,,,det_1894,,1577
1422,COM00220.00,2016,O.Cu,Oth.cuca,55800,8100,0.707,,55800,,Heap leaching,,det_1894,,
1423,COM00220.00,2017,O.Cu,Me.Au,4.883,0.22,0.696,,5.098,,,,det_1894,,1581
1424,COM00220.00,2017,O.Cu,Me.Cu,163900,6100,0.856,,170600,,,,det_1894,,1581
1425,COM00220.00,2017,O.Cu,Oth.cuca,64500,9400,0.643,,61600,,Heap leaching,,det_1894,,
1426,COM00220.00,2018,O.Cu,Me.Au,4.569,0.21,0.65,,4.215,,,,det_1893,,1585
1427,COM00220.00,2018,O.Cu,Me.Cu,155500,5700,0.817,,149700,,,,det_1893,,1585
1428,COM00220.00,2018,O.Cu,Me.Mo,300,80,0.819,,400,,,,det_1893,,1585
1429,COM00220.00,2018,O.Cu,Oth.cuca,92500,7300,0.719,,91200,,Heap leaching,,det_1893,,
1430,COM00220.00,2019,O.Cu,Me.Au,6.924,0.3,0.7,,7.35,,,,det_1893,,1589
1431,COM00220.00,2019,O.Cu,Me.Cu,195500,6900,0.858,,205300,,,,det_1893,,1589
1432,COM00220.00,2019,O.Cu,Me.Mo,400,80,0.782,,300,,,,det_1893,,1589
1433,COM00220.00,2019,O.Cu,Oth.cuca,81100,5900,0.7,,82600,,Heap leaching,,det_1893,,
1434,COM00222.00,2009,Con.Fe,Me.Fe,3263400,666000,0,,,,,,det_3146,Its operations produce merchant concentrate with an average Fe content of 65.0% to 68.2%,1590
1435,COM00222.00,2016,Con.Fe,Me.Fe,3560156,681500,0,,,,,,det_3147,Central GOK produces concentrate with an Fe content from 67.9% to 68.4%,1597
1436,COM00222.00,2017,Con.Fe,Me.Fe,3181923.5,681500,0,,,,,,det_3147,Central GOK produces concentrate with an Fe content from 67.9% to 68.4%,1598
1437,COM00222.00,2018,Con.Fe,Me.Fe,3008822.5,681500,0,,,,,,det_3147,Central GOK produces concentrate with an Fe content from 67.9% to 68.4%,1599
1438,COM00223.00,2002,O.Au,Me.Au,3.211,1.84,0.923,,3.292,,,July-June,det_2232,,1602
1439,COM00223.00,2003,O.Au,Me.Au,3.005,1.47,0.897,,3.05,,,July-June,det_2231,,1604
1440,COM00223.00,2004,O.Au,Me.Au,1.181,0.84,0.822,,1.251,,,July-June,det_2231,,1606
1441,COM00223.00,2016,O.Au,Me.Au,1.156,1.36,0.9194,,1.05,,,July-June,det_1441,,1608
1442,COM00223.00,2017,O.Au,Me.Au,3.152,2.34,0.8673,,3.149,,,July-June,det_2230,,1610
1443,COM00223.00,2018,O.Au,Me.Au,3.774,2.497539,0.837099,,3.684,,,July-June,det_2230,,1612
1444,COM00223.00,2019,O.Au,Me.Au,5.055,2.367039,0.871517,,5.042,,,July-June,det_1439,,1614
1445,COM00223.00,2020,O.Au,Me.Au,5.421,2.325912,0.854653,,5.411,,,July-June,det_1439,,1616
1446,COM00224.00,2012,Con.Pb,Me.Pb,21390,,,,,21850,,,det_1748,,
1447,COM00224.00,2012,Con.Zn,Me.Zn,514707,,,,,443562,,,det_1748,,
1448,COM00224.00,2012,O.bulk,Me.Ag,1.369,,,,,1.369,,,det_3148,,1618
1449,COM00224.00,2013,Con.Pb,Me.Pb,54163,,,,,49751,,,det_2728,,
1450,COM00224.00,2013,Con.Zn,Me.Zn,488233,,,,,402421,,,det_2728,,
1451,COM00224.00,2013,O.bulk,Me.Ag,32.385,,,,,32.385,,,det_3149,,1620
1452,COM00224.00,2014,Con.Pb,Me.Pb,64426,,,,,60786,,,det_1747,,
1453,COM00224.00,2014,Con.Zn,Me.Zn,465696,,,,,419484,,,det_1747,,
1454,COM00224.00,2014,O.bulk,Me.Ag,46.042,,,,,46.042,,,det_3150,,1622
1455,COM00224.00,2015,Con.Pb,Me.Pb,79153,,,,,81014,,,det_1746,,
1456,COM00224.00,2015,Con.Zn,Me.Zn,392667,,,,,343109,,,det_1746,,
1457,COM00224.00,2015,O.bulk,Me.Ag,73.679,,,,,73.679,,,det_3151,,1624
1458,COM00224.00,2016,Con.Pb,Me.Pb,1181,,,,,1613,,,det_1751,,
1459,COM00224.00,2016,Con.Zn,Me.Zn,16457,,,,,21688,,,det_1751,,
1460,COM00224.00,2016,O.bulk,Me.Ag,0.753,,,,,0.753,,,det_3152,,1626
1461,COM00226.00,2000,O.bulk,Me.Ag,26.599,93.553426,0.87,,,,,,det_1482,,1628
1462,COM00226.00,2000,O.bulk,Me.Au,0.455,1.587573,0.88,,,,,,det_1482,,1628
1463,COM00226.00,2001,O.bulk,Me.Ag,0,,,,,,,,det_1482,,1630
1464,COM00226.00,2001,O.bulk,Me.Au,0,,,,,,,,det_1482,,1630
1465,COM00226.00,2002,O.bulk,Me.Ag,88.074,284.062222,0.9,,,,,,det_1481,,1632
1466,COM00226.00,2002,O.bulk,Me.Au,1.279,4.394176,0.87,,,,,,det_1481,,1632
1467,COM00226.00,2003,O.bulk,Me.Ag,137.789,302.489412,0.92,,,,,,det_1481,,1634
1468,COM00226.00,2003,O.bulk,Me.Au,1.9,4.280778,0.9,,,,,,det_1481,,1634
1469,COM00226.00,2004,O.bulk,Me.Ag,139.923,305.324364,0.94,,,,,,det_1481,,1636
1470,COM00226.00,2004,O.bulk,Me.Au,1.694,3.798836,0.92,,,,,,det_1481,,1636
1471,COM00226.00,2005,O.bulk,Me.Ag,81.364,213.188414,0.947,,,,,,det_1480,,1638
1472,COM00226.00,2005,O.bulk,Me.Au,1.728,4.535924,0.928,,,,,,det_1480,,1638
1473,COM00226.00,2006,O.bulk,Me.Ag,65.969,163.293253,0.945,,,,,,det_1480,,1640
1474,COM00226.00,2006,O.bulk,Me.Au,1.158,2.834952,0.93,,,,,,det_1480,,1640
1475,COM00226.00,2007,O.bulk,Me.Ag,48.388,132.675768,0.944,,,,,,det_1480,,1642
1476,COM00226.00,2007,O.bulk,Me.Au,1.061,3.118448,0.922,,,,,,det_1480,,1642
1477,COM00226.00,2008,O.bulk,Me.Ag,34.642,157.056358,0.934,,,,,,det_2313,,1644
1478,COM00226.00,2008,O.bulk,Me.Au,0.616,2.891651,0.902,,,,,,det_2313,,1644
1479,COM00227.00,2009,O.bulk,Me.Ag,288.57,82.213617,1.48e-4,,,,,,det_3153,,1646
1480,COM00227.00,2009,O.bulk,Me.Pb,59670,17000,0,,,,,,det_3153,,1646
1481,COM00227.00,2009,O.bulk,Me.Zn,161460,46000,0,,,,,,det_3153,,1646
1482,COM00227.00,2010,O.bulk,Me.Ag,207.689,62.368951,2.57e-4,,,,,,det_3153,,1648
1483,COM00227.00,2010,O.bulk,Me.Cu,3330,1000,1e-6,,,,,,det_3153,,1648
1484,COM00227.00,2010,O.bulk,Me.Pb,39960,12000,0,,,,,,det_3153,,1648
1485,COM00227.00,2010,O.bulk,Me.Zn,136530,41000,0,,,,,,det_3153,,1648
1486,COM00227.00,2011,O.bulk,Me.Ag,318.082,124.737902,6.4e-5,,,,,,det_3153,,1650
1487,COM00227.00,2011,O.bulk,Me.Pb,28050,11000,0,,,,,,det_3153,,1650
1488,COM00227.00,2011,O.bulk,Me.Zn,84150,33000,0,,,,,,det_3153,,1650
1489,COM00227.00,2012,O.bulk,Me.Ag,224.883,119.067997,7.1e-5,,,,,,det_3153,,1653
1490,COM00227.00,2012,O.bulk,Me.Pb,34468.738,18250,0,,,,,,det_3153,,1653
1491,COM00227.00,2012,O.bulk,Me.Zn,65254.516,34550,0,,,,,,det_3153,,1653
1492,COM00227.00,2012,O.FeS,Me.Ag,35.714,327.436992,5.7e-5,,,,,,det_3153,,1654
1493,COM00227.00,2013,O.bulk,Me.Ag,79.603,121.902949,6.7e-5,,,,,,det_3014,,1656
1494,COM00227.00,2013,O.bulk,Me.Pb,10665.667,16333.333333,0,,,,,,det_3014,,1656
1495,COM00227.00,2013,O.bulk,Me.Zn,23072.667,35333.333333,0,,,,,,det_3014,,1656
1496,COM00227.00,2014,O.bulk,Me.Ag,55.565,94.49841,1.12e-4,,,,,,det_3014,,1659
1497,COM00227.00,2014,O.bulk,Me.Pb,6762,11500,0,,,,,,det_3014,,1659
1498,COM00227.00,2014,O.bulk,Me.Zn,18228,31000,0,,,,,,det_3014,,1659
1499,COM00227.00,2015,O.bulk,Me.Ag,24.969,86.938538,1.32e-4,,,,,,det_3015,,1663
1500,COM00227.00,2015,O.bulk,Me.Pb,3637.867,12666.666667,0,,,,,,det_3015,,1663
1501,COM00227.00,2015,O.bulk,Me.Zn,8328.8,29000,0,,,,,,det_3015,,1663
1502,COM00227.00,2015,O.oxi,Me.Ag,232.122,312.411745,1e-5,,,,Leaching,,det_3155,,1664
1503,COM00227.00,2015,O.oxi,Me.Au,6.319,8.504857,0.013825,,,,Leaching,,det_3155,,1664
1504,COM00227.00,2016,O.bulk,Me.Ag,6.605,28.349523,0.001244,,,,,,det_3015,,1666
1505,COM00227.00,2016,O.bulk,Me.Pb,1631,7000,0,,,,,,det_3015,,1666
1506,COM00227.00,2016,O.bulk,Me.Zn,4660,20000,0,,,,,,det_3015,,1666
1507,COM00227.00,2016,O.oxi,Me.Ag,273.006,303.339897,1.1e-5,,,,Leaching,,det_3015,,1667
