source_id,sources,source_urls
det_1635,Ferrexpo plc. (2020) 2019 Full Year Results Presentation ; Ferrexpo plc Website (Reserves and Resources),https://www.ferrexpo.com/system/files/uploads/financialdocs/investor-pack/2019-full-year-results-presentation-new.pdf ; https://www.ferrexpo.com/operation/reserves-and-resources
det_1636,Volcan Compania Minera S.A.A. (2015) Annual Report 2014,https://www.volcan.com.pe/wp-content/uploads/2018/04/Annual-Report-2014.pdf?x58639
det_1637,China Shenhua Energy Company Ltd. (2016) Annual Report 2015,http://www.csec.com/shenhuaChinaEn/Report2019/202003/885a9159067b420497ee9ffa0a8678e7/files/c27984f429f140f1b141470064f040bd.pdf
det_1638,China Shenhua Energy Company Ltd. (2008) Annual Report 2007,http://www.csec.com/uploadfiles/shenhua_china_en/1441959514164.pdf
det_1639,China Shenhua Energy Company Ltd. (2010) Annual Report 2009,http://www.csec.com/uploadfiles/shenhua_china_en/1441959587041.pdf
det_1640,Peabody Energy Corp. (2017) Form 10-K Annual Report 2016,https://www.sec.gov/Archives/edgar/data/1064728/000106472817000026/btu-20161231x10k.htm
det_1641,"Patriot Coal Corp. (2013) Form 10-K Annual Report 2012 ; Peabody Energy Corp. (2005) Form 10-K Annual Report 2004 ; Global Energy Monitor Website (Hobet 21 mine), accessed 20.10.2021",https://www.sec.gov/Archives/edgar/data/1376812/000137681213000006/pcx1231201210k.htm ; https://www.sec.gov/Archives/edgar/data/1064728/000095013705003132/c92938e10vk.htm
det_1642,Patriot Coal Corp. (2013) Form 10-K Annual Report 2012,https://www.sec.gov/Archives/edgar/data/1376812/000137681213000006/pcx1231201210k.htm
det_1643,Patriot Coal Corp. (2008) Form 10-K Annual Report 2007,https://www.sec.gov/Archives/edgar/data/1376812/000095013708003690/c24542e10vk.htm
det_1644,International Coal Group Inc. (2011) Form 10-K Annual Report 2010 ; Arch Coal Inc. (2014) Form 10-K Annual Report 2013  ; International Coal Group Inc. (2006) Form 10-K Annual Report 2005,https://www.sec.gov/Archives/edgar/data/1320934/000132093411000004/frm10-k.htm ; https://investor.archrsc.com/node/25771/html  ; https://www.sec.gov/Archives/edgar/data/1320934/000119312506068957/d10k.htm
det_1645,International Coal Group Inc. (2008) Form 10-K Annual Report 2007,https://www.sec.gov/Archives/edgar/data/1320934/000119312508043940/d10k.htm
det_1646,International Coal Group Inc. (2006) Form 10-K Annual Report 2005,https://www.sec.gov/Archives/edgar/data/1320934/000119312506068957/d10k.htm
det_1647,"Sherritt International Corp. (2014) Annual Information Form For the year ended December 31, 2013",http://www.sherritt.com/Investor-Relations/Financial-Reports/AIFS-Proxies
det_1648,OZ Minerals Ltd. Website (Prominent Hill),https://www.ozminerals.com/operations/prominent-hill/
det_1649,St Barbara Ltd. (2020) Annual Report 2020,https://stbarbara.com.au/wp-content/uploads/2020/09/2020.09.18-asx-2020-annual-report.pdf
det_1650,St Barbara Ltd. Website (Simberi Operations),https://stbarbara.com.au/our-operations/simberi/
det_1651,St Barbara Ltd. (2014) Annual Report 2014,https://stbarbara.com.au/wp-content/uploads/2018/03/st_barbara_limited_annual_report_2014__web_.pdf
det_1652,Ramelius Resources Ltd. (2018) Annual Report 2017,https://www.rameliusresources.com.au/wp-content/uploads/bsk-pdf-manager/20171026_2017_Annual_Report_526.pdf
det_1653,Ramelius Resources Ltd. (2013) Annual Report 2013,https://www.rameliusresources.com.au/wp-content/uploads/bsk-pdf-manager/ASX_RELEASE_20131018_DD-00557_RAMELIUS_2013_AR_FINAL_97.pdf
det_1654,Bharat Coking Coal Ltd. Website (Barora Area Overview),http://www.bcclweb.in/?page_id=1712
det_1655,Bharat Coking Coal Ltd. Website (Block II Area Overview),http://www.bcclweb.in/?page_id=1714
det_1656,Bharat Coking Coal Ltd. Website (Govindpur Area Overview),http://www.bcclweb.in/?page_id=1717
det_1657,Bharat Coking Coal Ltd. Website (Katras Area Overview),http://www.bcclweb.in/?page_id=1718
det_1658,Bharat Coking Coal Ltd. Website (Sijua Area Overview),http://www.bcclweb.in/?page_id=1723
det_1659,Bharat Coking Coal Ltd. Website (Kasunda Area Overview),http://www.bcclweb.in/?page_id=1720
det_1660,Bharat Coking Coal Ltd. Website (P B Area Overview),http://www.bcclweb.in/?page_id=1722
det_1661,Bharat Coking Coal Ltd. Website (W J Area Overview),http://www.bcclweb.in/?page_id=1724
det_1662,Bharat Coking Coal Ltd. Website (W J Area Overview),http://www.bcclweb.in/?page_id=1721
det_1663,Bharat Coking Coal Ltd. Website (Area),http://www.bcclweb.in/?page_id=30043
det_1664,Eastern Coalfields Ltd. (2014) Annual Report 2013-14,http://www.easterncoal.gov.in/annualreport/annualreport13-14.pdf
det_1665,Northern Coalfields Ltd. Website (Our Mines & Units),http://nclcil.in/HI/page.php?pid=7
det_1666,Mahanadi Coalfields Ltd. (2014) Annual Report 2013-14,https://www.mahanadicoal.in/Financial/AR201314.pdf
det_1667,South Eastern Coalfields Ltd. Website (About Us),https://web.archive.org/web/20160917030904/http://www.secl-cil.in/forms/list.aspx?lid=1184
det_1668,North Eastern Coal Website (Tikak colliery),http://www.neccoal.co.in/tikak.php#gsc.tab=0
det_1669,North Eastern Coal Website (Ledo OCP Detailes),http://www.neccoal.co.in/ledoocp.php#gsc.tab=0
det_1670,North Eastern Coal Website (Tirap colliery),http://www.neccoal.co.in/tirap.php#gsc.tab=0
det_1671,North Eastern Coal Website (Tipong colliery),http://www.neccoal.co.in/tipong.php#gsc.tab=0
det_1672,North Eastern Coal Website (Baragolai colliery),http://www.neccoal.co.in/baragolai.php#gsc.tab=0
det_1673,BHP Billiton (2016) Annual Report 2016,https://www.bhp.com/-/media/bhp/documents/investors/annual-reports/2016/bhpbillitonannualreport2016.pdf?la=en
det_1674,PT United Tractors Tbk. (2021) Annual Report 2020 ; PT United Tractors Tbk. (2016) Annual Report 2015,https://www.unitedtractors.com/wp-content/uploads/2021/03/Annual-Report-2020-1.pdf ; https://www.unitedtractors.com/wp-content/uploads/2019/08/AR-UT-2015-med2.pdf
det_1675,Whitehaven Coal Ltd. (2009) Annual Report 2009,https://whitehavencoal.com.au/investors/asx-announcements/
det_1676,Mechel PAO (2012) Form 20-F Annual Report 2011,https://mechel.com/upload/iblock/ef6/ef60839a578d5c5a6b02fda00784d8ab.pdf
det_1677,Datong Coal Industry Co. Ltd. (2014) Annual Report 2013,https://pdf.dfcfw.com/pdf/H2_AN201405290005937010_1.pdf?1401379550000.pdf
det_1678,Acacia Mining PLC Annual Report 2015,http://www.annualreports.com/HostedData/AnnualReportArchive/A/LSE_ACA_2015.pdf
det_1679,Acacia Mining PLC Annual Report 2017,http://www.annualreports.com/HostedData/AnnualReportArchive/A/LSE_ACA_2017.pdf
det_1680,Acacia Mining PLC Annual Report 2018,http://www.annualreports.com/HostedData/AnnualReports/PDF/LSE_ACA_2018.pdf
det_1681,African Barrick Gold Corp. Annual Report 2010,http://www.annualreports.com/HostedData/AnnualReportArchive/A/LSE_ACA_2010.pdf
det_1682,African Barrick Gold Corp. Annual Report 2011,http://www.annualreports.com/HostedData/AnnualReportArchive/A/LSE_ACA_2011.pdf
det_1683,African Barrick Gold Corp. Annual Report 2012,http://www.annualreports.com/HostedData/AnnualReportArchive/A/LSE_ACA_2012.pdf
det_1684,African Barrick Gold Corp. Annual Report 2013,http://www.annualreports.com/HostedData/AnnualReportArchive/A/LSE_ACA_2013.pdf
det_1685,Anglo American plc (2007) Annual Report 2006,https://www.angloamerican.com/~/media/Files/A/Anglo-American-Group/PLC/investors/annual-reporting/2007/annual-report-2006.pdf
det_1686,Exxaro Resources Ltd. (2010) Annual Financial Results Presentation for the year ended 31 December 2009,https://web.archive.org/web/20150315112704/http://www.exxaro.com/financials/results/Exxaro%20Annual%20Results%202009%20Presentation%20Slides.pdf
det_1687,Exxaro Resources Ltd. (2007) Annual Report 2006,https://www.exxaro.com/assets/files/exxaro_annualreport2006.pdf
det_1688,Kumba Ltd. (2006) Annual Report 2005,https://www.exxaro.com/assets/files/Kumba-A4-AR-2005.pdf
det_1689,Sterlite Industries (India) Limited (2010) Form 20-F Annual Report 2010,https://www.sec.gov/Archives/edgar/data/1370431/000095012310090497/u00698fe20vf.htm
det_1690,AngloGold Ashanti (2017) Integrated Annual Report 2018,http://www.aga-reports.com/18/download/AGA-IR18.pdf
det_1691,Newmont Interactive Analyst center (last updated on 2/21/2020),http://apps.indigotools.com/IR/IAC/?Ticker=NEM&Exchange=NYSE#
det_1692,Kinross Gold (2019) Annual Report 2018,https://s2.q4cdn.com/496390694/files/doc_financials/annual/2019/2018-Kinross-Annual-Report-Final.pdf; https://s2.q4cdn.com/496390694/files/doc_financials/quarterly_reports/2018/q4/2018-Reserves-and-Resources.pdf
det_1693,Newmont Mining Corporation (2016) Regional Operating Statistics 2015,https://www.newmont.com/files/doc_financials/quarterly/2015/q4/Operating-Statistics-Q4-and-FY2015.pdf
det_1694,Newmont Mining Corporation (2012) Regional Operating Statistics 2011,https://www.newmont.com/files/doc_financials/quarterly/2011/q4/NEM-Q4-2011-Regional-Operating-Statistics-02-23-12.pdf
det_1695,Newmont Mining Corporation (2010) Regional Operating Statistics 2009,https://www.newmont.com/files/doc_financials/quarterly/2009/q4/Fourth_Quarter_and_2009_Regional_Operating_Statistics.pdf
det_1696,Newmont Mining Corporation (2009) Regional Operating Statistics 2008,https://www.newmont.com/files/doc_financials/quarterly/2008/q4/RegionalOperatingStatistics2008update.pdf
det_1697,Northern Star Resources Ltd. (2016) June 2016 Quarterly Activities Report,https://www.nsrltd.com/wp-content/uploads/2016/07/June-Quarterly-Report-20-7-2016-final.pdf
det_1698,Northern Star Resources Ltd. (2015) June 2015 Quarterly Activities Report,https://www.nsrltd.com/wp-content/uploads/downloads/1455424.pdf
det_1699,Red 5 Ltd. (2020) Annual Report 2020,https://www.red5limited.com/site/PDF/9110f399-fe2b-4211-8398-e060b27161b7/Red52020AnnualReport
det_1700,Red 5 Ltd. (2018) Annual Report 2018,https://www.red5limited.com/site/PDF/dc59c87e-a3c4-4076-b312-6720745cb219/Red52018AnnualReport
det_1701,Barrick Gold Corporation (2016) Annual Report 2015,https://barrick.q4cdn.com/788666289/files/doc_financials/annual/2015/Barrick-Annual-Report-2015.pdf
det_1702,Goldcorp Inc. (2017) Annual Report 2016,https://www.newmont.com/files/doc_financials/mda/annual/2016-Annual-Report.pdf
det_1703,"Barrick Gold Corporation (2019) Annual Report 2018 ; Shandong Gold Mining Co., LTD. (2019) Annual Report 2018",https://barrick.q4cdn.com/788666289/files/annual-report/Barrick-Annual-Report-2018.pdf ; http://en.sdhjgf.com.cn/upload/file/2019/04/28/ba82819612f9465a823259ee2bef4527.pdf
det_1704,Boliden Group (2005) Annual Report 2004,https://vp217.alertir.com/afw/files/press/boliden/Boliden_AR2004_en.pdf
det_1705,Boliden Group (2010) Annual Report 2009,https://vp217.alertir.com/afw/files/press/boliden/Boliden_Annual_report_2009_en.pdf
det_1706,First Quantum Minerals Ltd (2014) Annual Report 2014,https://s24.q4cdn.com/617706469/files/doc_financial/annual/FQM-2014_ANNUAL-REPORT.pdf
det_1707,Centamin (2019) Annual Report 2018,https://www.centamin.com/~/media/Files/C/Centamin/documents/reports/2019/01cSECURE_Smart_Centamin_AR18.pdf
det_1708,First Quantum Minerals Ltd (2016) Annual Report 2016,https://s24.q4cdn.com/617706469/files/doc_financial/annual/2016-Annual-Report.pdf
det_1709,First Quantum Minerals Ltd (2018) Annual Report 2018,https://s24.q4cdn.com/821689673/files/doc_financial/annual/FQM_2018_AR_aoda.pdf
det_1710,First Quantum Minerals Ltd (2007) Annual Report 2007,http://www.annualreports.com/HostedData/AnnualReportArchive/f/TSX_FM_2007.pdf
det_1711,First Quantum Minerals Ltd (2008) Annual Report 2008,http://www.annualreports.com/HostedData/AnnualReportArchive/f/TSX_FM_2008.pdf
det_1712,First Quantum Minerals Ltd (2010) Annual Report 2010,http://www.annualreports.com/HostedData/AnnualReportArchive/f/TSX_FM_2010.pdf
det_1713,First Quantum Minerals Ltd (2006) Annual Report 2006,http://www.annualreports.com/HostedData/AnnualReportArchive/f/TSX_FM_2006.pdf
det_1714,First Quantum Minerals Ltd (2012) Annual Report 2012,http://www.annualreports.com/HostedData/AnnualReportArchive/f/TSX_FM_2012.pdf
det_1715,First Quantum Minerals Ltd (2005) Annual Report 2005,http://www.annualreports.com/HostedData/AnnualReportArchive/f/TSX_FM_2005.pdf
det_1716,First Quantum Minerals Ltd (2014) Annual Report 2014,http://www.annualreports.com/HostedData/AnnualReportArchive/f/TSX_FM_2014.pdf
det_1717,First Quantum Minerals Ltd (2016) Annual Report 2016,http://www.annualreports.com/HostedData/AnnualReportArchive/f/TSX_FM_2016.pdf
det_1718,First Quantum Minerals Ltd (2016) Annual Report 2016 ; Boliden Group (2019) Boliden 2018 Annual and Sustainability Report,https://s24.q4cdn.com/617706469/files/doc_financial/annual/2016-Annual-Report.pdf ; https://vp217.alertir.com/afw/files/press/boliden/201903076646-1.pdf
det_1719,First Quantum Minerals Ltd (2004) Annual Report 2004,http://www.annualreports.com/HostedData/AnnualReportArchive/f/TSX_FM_2004.pdf
det_1720,First Quantum Minerals Ltd (2009) Annual Report 2009,http://www.annualreports.com/HostedData/AnnualReportArchive/f/TSX_FM_2009.pdf
det_1721,First Quantum Minerals Ltd (2010) Annual Report 2010,http://www.annualreports.com/Company/first-quantum-minerals-ltd
det_1722,First Quantum Minerals Ltd (2016) Annual Report 2016,http://www.annualreports.com/Company/first-quantum-minerals-ltd
det_1723,First Quantum Minerals Ltd (2014) Annual Report 2014,http://www.annualreports.com/Company/first-quantum-minerals-ltd
det_1724,First Quantum Minerals Ltd (2017) Annual Report 2017,https://s24.q4cdn.com/617706469/files/doc_financial/annual/2017-Annual-Report.pdf
det_1725,Fresnillo plc (2012) Annual Report 2011,http://www.fresnilloplc.com/media/4323/fresnillo-annual-report-2011.pdf
det_1726,Fresnillo plc (2014) Annual Report 2013,http://www.fresnilloplc.com/media/122000/fresnilloar13.pdf
det_1727,Fresnillo plc (2015) Annual Report 2014,http://www.fresnilloplc.com/media/201302/fresnilloplcar14.pdf
det_1728,Fresnillo plc (2017) Annual Report and Accounts 2016,http://www.fresnilloplc.com/media/296123/FRES-25764-Annual-Report-2016-Web.pdf
det_1729,"Hudbay Minerals Inc. (2015) Management's Discussion and Analysis of Results of Operations and Financial Condition, Q4 2014",https://s23.q4cdn.com/405985100/files/doc_financials/quarterly_reports/2014/q4/ANNUALMDA14-(1)_v001_x4wlfk.pdf
det_1730,"Hudbay Minerals Inc. (2016) Management's Discussion and Analysis of Results of Operations and Financial Condition, Q4 2015",https://s23.q4cdn.com/405985100/files/doc_financials/quarterly_reports/2015/q4/YMDA415.pdf
det_1731,"Hudbay Minerals Inc. (2018) Management's Discussion and Analysis of Results of Operations and Financial Condition, Q4 2017",https://s23.q4cdn.com/405985100/files/doc_financials/quarterly_reports/2017/q4/MDA174.pdf
det_1732,"Hudbay Minerals Inc. (2020) Management's Discussion and Analysis of Results of Operations and Financial Condition, Q4 2019",https://s23.q4cdn.com/405985100/files/doc_financials/2019/Q4/MDA194.pdf
det_1733,KAZ minerals plc (2015) Annual Report 2014,https://www.kazminerals.com/media/2698/kaz_minerals_ara_2014.pdf
det_1734,Kazakhmys plc  (2013) Annual Report 2012,https://www.kazminerals.com/media/2807/annual-report-and-accounts-2012-final.pdf
det_1735,Kazakhmys plc (2011) Annual Report 2010,http://www.annualreports.com/HostedData/AnnualReportArchive/k/LSE_KAZ_2010.pdf
det_1736,Kazakhmys plc (2009) Annual Report 2008,http://annualreports.com/HostedData/AnnualReportArchive/k/LSE_KAZ_2008.pdf
det_1737,KAZ minerals plc (2019) Annual Report 2018,https://www.kazminerals.com/media/9970/kaz-minerals-annual-report-2018.pdf
det_1738,KAZ minerals plc (2018) Annual Report 2017,https://www.kazminerals.com/media/6188/kaz-minerals-2017-ara-web-ready-version.pdf
det_1739,Kinross Gold (2017) Annual Report 2016,https://s2.q4cdn.com/496390694/files/doc_financials/annual/2017/Kinross_AnnualReport2016.pdf
det_1740,Kinross Gold (2015) Annual Report 2014,https://s2.q4cdn.com/496390694/files/doc_financials/annual/2014/kinross-2014-annual-report.pdf
det_1741,Kinross Gold (2013) Annual Report 2012,https://s2.q4cdn.com/496390694/files/doc_financials/annual/2012/kinross-gold-annual-report-2012.pdf
det_1742,Kinross Gold (2011) Annual Report 2010,https://s2.q4cdn.com/496390694/files/doc_financials/annual/2010/2010-annual-report.pdf
det_1743,Kinross Gold (2008) Annual Report 2007,https://s2.q4cdn.com/496390694/files/doc_financials/annual/2007/2007-annual-report.pdf
det_1744,Kinross Gold (2006) Annual Report 2005,https://s2.q4cdn.com/496390694/files/doc_financials/annual/2005/05-ar.pdf
det_1745,AngloGold Ashanti (2014) Integrated Annual Report 2013 ; Kinross Gold (2013) Annual Report 2012,https://thevault.exchange/?get_group_doc=143/1502782132-2013Intergratedreport.pdf ; https://s2.q4cdn.com/496390694/files/doc_financials/annual/2012/kinross-gold-annual-report-2012.pdf
det_1746,MMG Limited (2017) Annual Report 2016,https://www.mmg.com/wp-content/uploads/attachments/MMG_Annual-Report2016.pdf
det_1747,MMG Limited (2016) Annual Report 2015,https://www.mmg.com/wp-content/uploads/attachments/MMG%20AR15_Web.pdf
det_1748,MMG Limited (2014) Annual Report 2013,https://www.mmg.com/wp-content/uploads/2019/11/2013_MMG_Annual_Report.pdf
det_1749,MMG Limited (2019) Annual Report 2018,https://www.mmg.com/wp-content/uploads/attachments/MMG1178_AR_2018_FA3_web-version.pdf
det_1750,MMG Limited (2012) Annual Report 2011,https://www.mmg.com/wp-content/uploads/attachments/MMG2011_AnnualReport.pdf
det_1751,MMG Limited (2018) Annual Report 2017,https://www.mmg.com/wp-content/uploads/attachments/MMG_Annual%20Report%202017.pdf
det_1752,Newcrest Mining Limited (2005) Concise Annual Report 2005,http://www.annualreports.com/HostedData/AnnualReportArchive/N/ASX_NCM_2005.pdf
det_1753,Newcrest Mining Limited (2012) Annual Report 2012,http://www.annualreports.com/HostedData/AnnualReportArchive/N/ASX_NCM_2012.pdf
det_1754,Newcrest Mining Limited (2006) Concise Annual Report 2006,http://www.annualreports.com/HostedData/AnnualReportArchive/N/ASX_NCM_2006.pdf
det_1755,Newcrest Mining Limited (2007) Concise Annual Report 2007,http://www.annualreports.com/HostedData/AnnualReportArchive/N/ASX_NCM_2007.pdf
det_1756,Newcrest Mining Limited (2013) Annual Report 2013,http://www.annualreports.com/HostedData/AnnualReportArchive/N/ASX_NCM_2013.pdf
det_1757,Newcrest Mining Limited (2014) Annual Report 2014,http://www.annualreports.com/HostedData/AnnualReportArchive/N/ASX_NCM_2014.pdf
det_1758,Newcrest Mining Limited (2016) Annual Report 2016,https://www.newcrest.com.au/media/annual_reports/2016_Annual_Report.pdf
det_1759,Newcrest Mining Limited (2016) Annual Report 2017,https://www.newcrest.com.au/media/annual_reports/2016_Annual_Report.pdf
det_1760,Newcrest Mining Limited (2016) Annual Report 2018,https://www.newcrest.com.au/media/annual_reports/2016_Annual_Report.pdf
det_1761,Newcrest Mining Limited (2018) Annual Report 2018,https://www.newcrest.com/sites/default/files/2019-10/161006_Newcrest%20Annual%20Report_0.pdf
det_1762,Newmont Mining Corporation (2010) Regional Operating Statistics 2009,https://www.newmont.com/files/doc_financials/quarterly/2011/q4/NEM-Q4-2011-Regional-Operating-Statistics-02-23-12.pdf
det_1763,Northern Star Resources Ltd. (2020) June 2020 Quarterly Activities Report,https://www.nsrltd.com/wp-content/uploads/2020/07/June-2020-Quarterly-Activities-Report-23-07-2020.pdf
det_1764,Northern Star Resources Ltd. (2019) June 2019 Quarterly Activities Report,https://www.nsrltd.com/wp-content/uploads/2019/07/June-2019-Quarterly-Report-Final-30-07-2019.pdf
det_1765,Northern Star Resources Ltd. (2018) June 2018 Quarterly Activities Report,https://www.nsrltd.com/wp-content/uploads/2018/07/June-2018-Quarterly-Report-18-07-2018-Final.pdf
det_1766,Barrick Gold Corp. (2007) Mine Statistics Q4 2006,https://barrick.q4cdn.com/788666289/files/doc_financials/quarterly/2006/q4/Barrick-2006-Mine-Statistics_v001_z19j9l.pdf
det_1767,Barrick Gold Corp. (2009) Mine Statistics Q4 2008,https://barrick.q4cdn.com/788666289/files/doc_financials/quarterly/2008/q4/2008-Q4-Mine-Statistics_v001_n587j4.PDF
det_1768,Barrick Gold Corp. (2010) Mine Statistics Q4 2009,https://barrick.q4cdn.com/788666289/files/doc_financials/quarterly/2009/q4/Q4-Mine-Statistics_v001_d03bl5.pdf
det_1769,Barrick Gold Corp. (2011) Mine Statistics Q4 2010,https://barrick.q4cdn.com/788666289/files/doc_financials/quarterly/2010/q4/Q4-Mine-Stats_v001_r2ecj7.pdf
det_1770,Barrick Gold Corp. (2013) Mine Statistics Q4 2012,https://barrick.q4cdn.com/788666289/files/doc_financials/quarterly/2012/q4/Barrick-Mine-Stats-2012-Q4.pdf
det_1771,Barrick Gold Corp. (2015) Mine Statistics Q4 2014,https://barrick.q4cdn.com/788666289/files/doc_financials/quarterly/2014/q4/Barrick-Mine-Stats-2014-Q4.pdf
det_1772,Barrick Gold Corp. (2017) Mine Statistics Q4 2016,https://barrick.q4cdn.com/788666289/files/doc_financials/quarterly/2016/q4/Barrick-Mine-Stats-2016-Q4.pdf
det_1773,Oceana Gold Corporation Interactive Analyst Center (Last Updated On: 4/6/2020),https://apps.indigotools.com/IR/iac/?ticker=OGC&exchange=TSX#
det_1774,Barrick Gold Corp. (2019) Mine Statistics Q4 2018,https://barrick.q4cdn.com/788666289/files/quarterly-report/2018/Barrick-Mine-Stats-2018-Q4.pdf
det_1775,"Shandong Gold Mining Co., LTD. (2019) Annual Report 2018",http://en.sdhjgf.com.cn/upload/file/2019/04/28/ba82819612f9465a823259ee2bef4527.pdf
det_1776,Rio Tinto (2016) Annual Report 2015,https://www.riotinto.com/invest/reports
det_1777,Rio Tinto (2014) Annual Report 2013,https://www.riotinto.com/invest/reports
det_1778,Rio Tinto (2010) Annual Report 2009 ; Vale (2010) Production Report Q4 2009,https://www.riotinto.com/invest/reports ; http://www.vale.com/EN/investors/information-market/quarterly-results/QuarterlyResultsDocs/PREPORT4T09i.pdf
det_1779,Bengalla Ltd. (2019) Annual Review 2018,https://www.bengalla.com.au/wp-content/uploads/2019/03/Bengalla-Mine-Annual-Review-2018-Part-1-Main-Document.pdf
det_1780,Bengalla Ltd. (2017) Annual Review 2016,https://www.bengalla.com.au/wp-content/uploads/2016/01/170331-Bengalla-Annual-Review-2016_Reduced_Part-1.pdf
det_1781,"Glencore Australia Website (Collinsville Open Cut, accessed 04.08.2021)",https://www.glencore.com.au/operations-and-projects/coal/current-operations/clermont-open-cut
det_1782,"Glencore Australia Website (Coal, accessed 28.07.2020)",https://web.archive.org/web/20200728160140/https://www.glencore.com.au/en/who-we-are/energy-products/Pages/coal.aspx
det_1783,PT Adaro Energy Tbk (2021) Quarterly Activities Report Fourth Quarter of 2020,http://www.adaro.com/files/news/berkas_eng/2016/4Q20%20QAR%20-%20English%20Final.pdf
det_1784,PT Adaro Energy Tbk (2020) Quarterly Activities Report Fourth Quarter of 2019,http://www.adaro.com/files/news/berkas_eng/1867/ADRO%2020200217%20Laporan%20Operasional%204Q19%20English.pdf
det_1785,PT Adaro Energy Tbk (2019) Quarterly Activities Report Fourth Quarter of 2018,http://www.adaro.com/files/news/berkas_eng/1599/ADRO%2020190211%20-%20Laporan%20Aktivitas%20Kuartalan%204Q18%20-%20English.pdf
det_1786,Yancoal Australia Ltd. (2020) Quarterly Report for the year ending 31 December 2020,https://www.yancoal.com.au/content/Document/02331873.pdf
det_1787,Yancoal Australia Ltd. (2018) Quarterly Report for the year ending 31 December 2018,https://www.yancoal.com.au/content/Document/4_2018.pdf
det_1788,"Glencore Australia Website (Clermont Open Cut, accessed 04.08.2021)",https://www.glencore.com.au/operations-and-projects/coal/current-operations/clermont-open-cut
det_1789,"Glencore Australia Website (Coal, accessed 09.05.2019)",https://web.archive.org/web/20190509033713/http://www.glencore.com.au/en/who-we-are/energy-products/Pages/coal.aspx
det_1790,"Glencore Australia Website (Coal, accessed 17.10.2017)",https://web.archive.org/web/20171017114631/http://www.glencore.com.au/en/who-we-are/energy-products/Pages/coal.aspx
det_1791,"Glencore Australia Website (Coal, accessed 27.04.2017)",https://web.archive.org/web/20170427003021/http://www.glencore.com.au/en/who-we-are/energy-products/Pages/coal.aspx
det_1792,"Glencore Australia Website (Coal, accessed 15.03.2016)",https://web.archive.org/web/20160315041528mp_/http://www.glencore.com.au/EN/who-we-are/Pages/Coal.aspx
det_1793,Cloud Peak Energy Inc. (2016) Form 10-K Annual Report 2015,https://www.sec.gov/Archives/edgar/data/1441849/000110465916097811/a15-23313_110k.htm
det_1794,Cloud Peak Energy Inc. (2013) Form 10-K Annual Report 2012,https://www.sec.gov/Archives/edgar/data/1441849/000104746913001007/a2212694z10-k.htm
det_1795,Sibanye-Stillwater (2013) Annual Integrated Report 2013,http://reports.sibanyegold.co.za/2013/download/SGL-IR13.pdf
det_1796,Sibanye-Stillwater (2014) Integrated Annual Report 2013,http://reports.sibanyegold.co.za/2013/download/SGL-IR13.pdf
det_1797,Sibanye-Stillwater (2015) Integrated Annual Report 201,http://reports.sibanyegold.co.za/2015
det_1798,Sibanye-Stillwater (2016) Integrated Annual Report 2016,http://reports.sibanyegold.co.za/2016
det_1799,Sibanye-Stillwater (2018) Integrated Annual Report 2018,http://reports.sibanyestillwater.com/2018/download/SGL-IR18.pdf
det_1800,Sibanye-Stillwater (2015) Integrated Annual Report 2015,http://reports.sibanyegold.co.za/2015/download/SGL-IAR15.pdf
det_1801,Southern Copper Corporation (2017) Annual Report 2016,https://www.sec.gov/Archives/edgar/data/1001838/000104746917001143/a2231031z10-k.htm#dw46203_item_7._management_s_discussio__ite03668
det_1802,Southern Copper Corporation (2014) Annual Report 2013,https://www.sec.gov/Archives/edgar/data/1001838/000110465914014124/a13-26010_110k.htm
det_1803,Southern Copper Corporation (2008) Annual Report 2007,https://www.sec.gov/Archives/edgar/data/1001838/000110465908014154/a08-2675_110k.htm#Item7_ManagementsDiscussionAndAna_211722
det_1804,Southern Peru Copper Corporation (2005) Annual Report 2004,https://www.sec.gov/Archives/edgar/data/1001838/000110465905011512/a05-5161_110k.htm
det_1805,Southern Peru Copper Corporation (2003) Annual Report 2002,https://www.sec.gov/Archives/edgar/data/1001838/000091205702011721/a2074583z10-k.txt
det_1806,"Champion Iron Ltd. (2020) Annual Report For the Year Ended March 31, 2020",https://www.championiron.com/wp-content/uploads/2020/05/annual-report-2020-sedar-1.pdf
det_1807,Teck Resources Limited (2019) Interactive Analyst Center Operational-Details (Y),http://apps.indigotools.com/IR/IAC/?Ticker=TCK%2FB&Exchange=TSX#
det_1808,Teck Cominco Limited (2008) Annual Report 2007,https://www.teck.com/media/Investors-2007_Annual_Report_T5.1.1.pdf
det_1809,Teck Cominco Limited (2005) Annual Report 2004,https://www.teck.com/media/Investors-2004_Annual_Report_T5.1.1.pdf
det_1810,Teck Cominco Limited (2002) Annual Report 2001,https://www.teck.com/media/Investors-2001_Annual_Report_T5.1.1.pdf
det_1811,Teck Resources Limited (2010) Annual Report 2009,https://www.teck.com/media/Investors-Teck_2009_Annual_Report_T5.1.1.pdf
det_1812,Teck Resources Limited (2009) Annual Report 2008,https://www.teck.com/media/Investors-Teck_2008_Annual_Report_T5.1.1.pdf
det_1813,Goldcorp Inc. (2013) Annual Report 2012,https://www.sec.gov/Archives/edgar/data/919239/000119312513087527/d482369dex992.htm
det_1814,Goldcorp Inc. (2011) Annual Report 2010,https://www.sec.gov/Archives/edgar/data/919239/000095012311031581/o68669exv99w2.htm
