id,facility_id,year,type_mining,waste_type,material,commodity,value_tonnes,total_material_tonnes,stripping_ratio,reporting_period,source_id,comment
380,COM00378.00,2015,,,,,,15900000,,,det_2072,
381,COM00378.00,2016,,,,,,12347000,,,det_2074,
382,COM00378.00,2017,,,,,,17591000,,,det_2071,
383,COM00378.00,2018,,,,,,15732000,,,det_2073,
384,COM00378.00,2019,,,,,,10910000,,,det_1369,
385,COM00379.00,2005,,Waste rock,,,4757800,,1.8,,det_1158,
386,COM00379.00,2006,,Waste rock,,,4757800,,1.8,,det_1158,
387,COM00379.00,2007,,Waste rock,,,4595200,,1.7,,det_1157,
388,COM00379.00,2008,,Waste rock,,,3997600,,1.6,,det_1157,
389,COM00379.00,2009,,Waste rock,,,4620400,,1.9,,det_1814,
390,COM00379.00,2010,,Waste rock,,,4334000,,1.7,,det_1814,
391,COM00379.00,2011,,Waste rock,,,4504600,,2.1,,det_1813,
392,COM00379.00,2012,,Waste rock,,,11032300,,4.9,,det_1813,
393,COM00379.00,2013,,Waste rock,,,12738800,,5.7,,det_1155,
394,COM00379.00,2014,,Waste rock,,,9590600,,7.5,,det_1155,
395,COM00398.00,2002,,,O.Au,Me.Au,,254000,,,det_1044,
396,COM00398.00,2003,,,O.Au,Me.Au,,272000,,,det_1044,
397,COM00398.00,2004,,,O.Au,Me.Au,,269000,,,det_1043,
398,COM00398.00,2005,,,O.Au,Me.Au,,200000,,,det_1043,
399,COM00403.00,2011,,Waste rock,O.Fe,,785680,,,July-June,det_2380,
400,COM00403.00,2012,,Waste rock,O.Fe,,1662860,,,July-June,det_2380,
401,COM00403.00,2013,,Waste rock,O.Fe,,2149000,,,July-June,det_2379,
402,COM00403.00,2014,,Waste rock,O.Fe,,1673000,,,July-June,det_2379,
403,COM00403.00,2015,,Waste rock,O.Fe,,2202000,,,July-June,det_2378,
404,COM00403.00,2016,,Waste rock,O.Fe,,1973000,,,July-June,det_2378,
405,COM00403.00,2017,,Waste rock,O.Fe,,658000,,,July-June,det_2377,
406,COM00403.00,2018,,Waste rock,O.Fe,,1659000,,,July-June,det_2377,
407,COM00403.00,2019,,Waste rock,O.Fe,,252000,,,July-June,det_1502,
408,COM00412.00,2007,,,O.Fe,,,650000,0.16,,det_1934,
409,COM00412.00,2008,,,O.Fe,,,1100000,0.24,,det_1933,
410,COM00422.00,2017,Surface,Waste rock,,,68229.72,,,July-June,det_2230,
411,COM00422.00,2018,Surface,Waste rock,,,3852850.28,,,July-June,det_2230,
412,COM00431.00,2007,,Waste rock,,,10174000,,,,det_1710,
413,COM00431.00,2008,,Waste rock,,,12425000,,,,det_1711,
414,COM00431.00,2009,,Waste rock,,,10626000,,,,det_2889,
415,COM00488.00,2002,Surface,,O.Au,Me.Au,,142898000,,,det_1044,
416,COM00488.00,2002,Underground,,O.Au,Me.Au,,1638000,,,det_1044,
417,COM00488.00,2003,Surface,,O.Au,Me.Au,,141693000,,,det_1044,
418,COM00488.00,2003,Underground,,O.Au,Me.Au,,1631000,,,det_1044,
419,COM00488.00,2004,Surface,,O.Au,Me.Au,,134212000,,,det_1043,
420,COM00488.00,2004,Underground,,O.Au,Me.Au,,1573000,,,det_1043,
421,COM00488.00,2005,Surface,,O.Au,Me.Au,,129833000,,,det_1043,
422,COM00488.00,2005,Underground,,O.Au,Me.Au,,1463000,,,det_1043,
423,COM00488.00,2014,,,O.Au,Me.Au,,81410000,,,det_1045,
424,COM00488.00,2015,,,O.Au,Me.Au,,72304000,,,det_1045,
425,COM00488.00,2016,,,O.Au,Me.Au,,67834000,,,det_1045,
426,COM00508.00,2006,,Waste rock,,,1719000,,,,det_1713,
427,COM00508.00,2007,,Waste rock,,,5855000,,,,det_1710,
428,COM00508.00,2008,,Waste rock,,,4310000,,,,det_1711,
429,COM00508.00,2009,,Waste rock,,,8804000,,,,det_2889,
430,COM00516.00,2017,,Waste rock,,,16475000,,,,det_2048,
431,COM00516.00,2018,,Waste rock,,,13913000,,,,det_2048,
432,COM00516.00,2019,,Waste rock,,,21730000,,,,det_2048,
433,COM00529.00,2002,,,O.Au,Me.Au,,4114000,,,det_1044,
434,COM00529.00,2003,,,O.Au,Me.Au,,4178000,,,det_1044,
435,COM00529.00,2004,,,O.Au,Me.Au,,4715000,,,det_1043,
436,COM00529.00,2005,,,O.Au,Me.Au,,4409000,,,det_1043,
437,COM00533.00,2015,Surface,,,,,117033000,,,det_1728,
438,COM00533.00,2016,Surface,,,,,118841000,,,det_1728,
439,COM00533.00,2017,Surface,,,,,130025000,,,det_1125,
440,COM00533.00,2018,Surface,,,,,124024000,,,det_1125,
441,COM00538.00,2013,,,O.Cu,,,110532000,,,det_1807,
442,COM00538.00,2014,,,O.Cu,,,124217000,,,det_1807,
443,COM00538.00,2015,,,O.Cu,,,116231000,,,det_1807,
444,COM00538.00,2016,,,O.Cu,,,115369000,,,det_1807,
445,COM00538.00,2017,,,O.Cu,,,118766000,,,det_1807,
446,COM00538.00,2018,,,O.Cu,,,112037000,,,det_1807,
447,COM00543.00,2002,,,O.Au,Me.Au,,520000,,,det_1044,
448,COM00543.00,2003,,,O.Au,Me.Au,,557000,,,det_1044,
449,COM00558.00,2010,,Waste rock,,,1381.406,,,,det_2308,
450,COM00558.00,2010,,,,,,3626200,,,det_2308,
451,COM00558.00,2011,,Waste rock,,,287.188,,,,det_2307,
452,COM00558.00,2011,,,,,,1616000,,,det_2307,
453,COM00558.00,2012,,Waste rock,,,520.696,,,,det_2306,
454,COM00558.00,2012,,,,,,12377100,,,det_2306,
455,COM00558.00,2013,,Waste rock,,,288.408,,,,det_2305,
456,COM00558.00,2013,,,,,,2600900,,,det_2305,
457,COM00558.00,2014,,Waste rock,,,0,,,,det_2304,
458,COM00558.00,2014,,,,,,0,,,det_2304,
459,COM00558.00,2015,,Waste rock,,,319.64,,,,det_1473,
460,COM00558.00,2015,,,,,,1815000,,,det_1473,
461,COM00558.00,2016,,Waste rock,,,475.8,,,,det_2303,
462,COM00558.00,2016,,,,,,1851000,,,det_2303,
463,COM00558.00,2017,,Waste rock,,,256.2,,,,det_2302,
464,COM00558.00,2017,,,,,,1635000,,,det_2302,
465,COM00558.00,2018,,Waste rock,,,1777.54,,,,det_2301,
466,COM00558.00,2018,,,,,,1653000,,,det_2301,
467,COM00558.01,2019,,Waste rock,,,13588.36,,,,det_2300,
468,COM00558.01,2019,,,,,,11001000,,,det_2300,
469,COM00560.00,2011,,,,,,1124000,,,det_1016,
470,COM00560.00,2012,,,,,,1164000,,,det_1016,
471,COM00560.00,2013,,,,,,1180000,,,det_1016,
472,COM00562.00,2011,,,,,,1553000,,,det_1018,
473,COM00562.00,2012,,,,,,1590000,,,det_1018,
474,COM00562.00,2013,,,,,,1595000,,,det_1018,
475,COM00563.00,2011,,,,,,154300,,,det_1017,
476,COM00563.00,2012,,,,,,154300,,,det_1017,
477,COM00563.00,2013,,,,,,290400,,,det_1017,
478,COM00579.00,2016,Surface,Waste rock,,,9022998,,,,det_1848,
479,COM00579.00,2017,Surface,Waste rock,,,27260900,,,,det_1847,
480,COM00579.00,2018,Surface,Waste rock,,,28526040,,,,det_1846,
481,COM00579.00,2019,Surface,Waste rock,,,31424760,,,,det_1846,
482,COM00579.00,2020,Surface,Waste rock,,,50409180,,,,det_1845,
483,COM00587.00,2010,,Waste rock,,,1556720,,,,det_2308,
484,COM00587.00,2010,,,,,,1276000,,,det_2308,
485,COM00587.00,2011,,Waste rock,,,3239100,,,,det_2307,
486,COM00587.00,2011,,,,,,2655000,,,det_2307,
487,COM00587.00,2012,,Waste rock,,,1105076,,,,det_2306,
488,COM00587.00,2012,,,,,,9137900,,,det_2306,
489,COM00587.00,2013,,Waste rock,,,340868,,,,det_2305,
490,COM00587.00,2013,,,,,,8684100,,,det_2305,
491,COM00587.00,2014,,Waste rock,,,1716540,,,,det_2304,
492,COM00587.00,2014,,,,,,7989000,,,det_2304,
493,COM00587.00,2015,,Waste rock,,,1460340,,,,det_1473,
494,COM00587.00,2015,,,,,,7933000,,,det_1473,
495,COM00587.00,2016,,Waste rock,,,523380,,,,det_2303,
496,COM00587.00,2016,,,,,,2497000,,,det_2303,
497,COM00587.00,2017,,Waste rock,,,995520,,,,det_2302,
498,COM00587.00,2017,,,,,,620000,,,det_2302,
499,COM00587.00,2018,,Waste rock,,,3672200,,,,det_2301,
500,COM00587.00,2018,,,,,,10312000,,,det_2301,
501,COM00587.00,2019,,Waste rock,,,1787300,,,,det_2300,
502,COM00587.00,2019,,,,,,9845000,,,det_2300,
503,COM00605.00,2007,Surface,Waste rock,,,4926096,5802451.2,,,det_1696,
504,COM00605.00,2011,Surface,Waste rock,,,115214.40000000001,,,,det_1694,
505,COM00611.00,2002,,,O.Au,Me.Au,,46324000,,,det_1044,
506,COM00611.00,2003,,,O.Au,Me.Au,,48677000,,,det_1044,
507,COM00611.00,2004,,,O.Au,Me.Au,,45459000,,,det_1043,
508,COM00611.00,2005,,,O.Au,Me.Au,,43532000,,,det_1043,
509,COM00611.00,2007,Surface,Waste rock,,,33032966.400000002,39148401.6,,,det_1696,
510,COM00611.00,2008,Surface,Waste rock,,,35437046.4,41839156.800000004,,,det_1695,
511,COM00611.00,2009,Surface,Waste rock,,,35185752,40817649.6,,,det_1695,
512,COM00611.00,2010,Surface,Waste rock,,,27822009.6,34482672,,,det_1694,
513,COM00611.00,2011,Surface,Waste rock,,,30380313.6,37004688,,,det_1694,
514,COM00611.00,2012,Surface,Waste rock,,,28000728,33655305.6,,,det_1596,
515,COM00611.00,2013,Surface,Waste rock,,,30840264,36104745.6,,,det_1596,
516,COM00611.00,2014,Surface,Waste rock,,,29435011.200000003,34278552,,,det_1693,
517,COM00611.00,2015,Surface,Waste rock,,,30156235.200000003,36485769.6,,,det_1691,
518,COM00611.00,2016,Surface,Waste rock,,,23629838.400000002,31498891.200000003,,,det_1691,
519,COM00611.00,2017,Surface,Waste rock,,,19094745.6,26160019.200000003,,,det_1691,
520,COM00611.00,2018,Surface,Waste rock,,,9798667.200000001,14075208,,,det_1691,
521,COM00611.00,2019,Surface,Waste rock,,,11401689.600000001,14119660.8,,,det_1691,
522,COM00615.00,2019,,,F.stc,,,,1.4,July-June,det_1546,
523,COM00615.00,2020,,,F.stc,,,,1.05,July-June,det_1546,
524,COM00618.00,2004,,Waste rock,,,4032000,,,,det_1715,
525,COM00618.00,2005,,Waste rock,,,16141000,,,,det_1713,
526,COM00618.00,2006,,Waste rock,,,21911000,,,,det_1713,
527,COM00618.00,2007,,Waste rock,,,24961000,,,,det_1710,
528,COM00618.00,2008,,Waste rock,,,28675000,,,,det_1711,
529,COM00618.00,2009,,Waste rock,,,20802000,,,,det_2889,
530,COM00618.00,2014,,Waste rock,,,54966000,,,,det_2888,
531,COM00618.00,2015,,Waste rock,,,70729000,,,,det_2888,
532,COM00618.00,2016,,Waste rock,,,74935000,,,,det_2888,
533,COM00618.00,2017,,Waste rock,,,55255000,,,,det_2888,
534,COM00618.00,2018,,Waste rock,,,48719000,,,,det_2888,
535,COM00618.00,2019,,Waste rock,,,52768000,,,,det_2888,
536,COM00623.00,2017,Surface,,,,,7243003,,July-June,det_2280,
537,COM00623.00,2018,Surface,,,,,5635817,,July-June,det_2279,
538,COM00623.00,2019,Surface,,,,,5624221,,July-June,det_2278,
539,COM00623.00,2020,Surface,Waste rock,O.Au,,6290162,6661693,,July-June,det_2277,
540,COM00644.00,2008,,Waste rock,,,130149600,,4.85,,det_2897,
541,COM00644.00,2009,,Waste rock,,,198910020,,6.6,,det_2897,
542,COM00644.00,2010,,Waste rock,,,207400000,,5.85,,det_2896,
543,COM00644.00,2012,,Waste rock,,,292068000,,7,,det_2895,
544,COM00644.00,2013,,Waste rock,,,294142000,,6.5,,det_2894,
545,COM00644.00,2014,,Waste rock,,,314028000,,6.4,,det_2893,
546,COM00644.00,2015,,Waste rock,,,298290000,,6.3,,det_2892,
547,COM00644.00,2016,,Waste rock,,,236558000,,6,,det_2831,
548,COM00644.00,2017,,Waste rock,,,238998000,,6.1,,det_2423,
549,COM00644.00,2018,,Waste rock,,,260592000,,6.3,,det_2422,
550,COM00644.00,2019,,Waste rock,,,261812000,,6.3,,det_2830,
551,COM00644.00,2020,,Waste rock,,,227164000,,5.7,,det_1514,
552,COM00650.00,2012,,Waste rock,,,20984000,,5.7,,det_1511,
553,COM00650.00,2013,,Waste rock,,,35868000,,3.6,,det_1511,
554,COM00650.00,2014,,Waste rock,,,26352000,,2.6,,det_2416,
555,COM00650.00,2015,,Waste rock,,,22692000,,2.4,,det_2416,
556,COM00650.00,2016,,Waste rock,,,30012000,,3,,det_2415,
557,COM00650.00,2017,,Waste rock,,,38674000,,3.7,,det_2415,
558,COM00650.00,2018,,Waste rock,,,30988000,,3.8,,det_1510,
559,COM00650.00,2019,,Waste rock,,,25986000,,3.8,,det_1510,
560,COM00651.00,2011,,Waste rock,O.Cu,,6467790,,,,det_2323,
561,COM00651.00,2012,,Waste rock,O.Cu,,7404906,,7.9,,det_2322,
562,COM00651.00,2013,,Waste rock,O.Cu,,3086192,,2.3,,det_2322,
563,COM00651.00,2017,,,,,,1415051,,,det_2317,
564,COM00651.00,2018,,Waste rock,O.Cu,,2448997,,,,det_1483,
565,COM00651.00,2019,,Waste rock,O.Cu,,2252320,,,,det_1483,
566,COM00661.00,2016,,Waste rock,,,50200000,,,,det_1105,
567,COM00665.00,2007,,Waste rock,O.Fe,,2132560,,,July-June,det_2382,
568,COM00665.00,2008,,Waste rock,O.Fe,,10405380,,,July-June,det_2382,
569,COM00665.00,2009,,Waste rock,O.Fe,,14475300,,,July-June,det_2381,
570,COM00665.00,2010,,Waste rock,O.Fe,,16130840,,,July-June,det_2381,
571,COM00665.00,2011,,Waste rock,O.Fe,,11816920,,,July-June,det_2380,
572,COM00665.00,2012,,Waste rock,O.Fe,,10252880,,,July-June,det_2380,
573,COM00665.00,2013,,Waste rock,O.Fe,,13330000,,,July-June,det_2379,
574,COM00665.00,2014,,Waste rock,O.Fe,,25181000,,,July-June,det_2379,
575,COM00665.00,2015,,Waste rock,O.Fe,,14428000,,,July-June,det_2378,
576,COM00665.00,2016,,Waste rock,O.Fe,,3322000,,,July-June,det_2378,
577,COM00665.00,2017,,Waste rock,O.Fe,,0,,,July-June,det_2377,
578,COM00665.00,2018,,Waste rock,O.Fe,,0,,,July-June,det_2377,
579,COM00665.00,2019,,Waste rock,O.Fe,,10185000,,,July-June,det_1502,
580,COM00665.00,2020,,Waste rock,O.Fe,,12426000,,,July-June,det_1502,
581,COM00693.00,2005,,,,,,75465000,,,det_1803,
582,COM00693.00,2006,,,,,,46606000,,,det_1803,
583,COM00693.00,2007,,,,,,80819000,,,det_1803,
584,COM00693.00,2008,,,,,,85739000,,,det_1598,
585,COM00693.00,2009,,,,,,85491000,,,det_1598,
586,COM00693.00,2010,,,,,,84163000,,,det_1598,
587,COM00693.00,2011,,,,,,84266000,,,det_1802,
588,COM00693.00,2012,,,,,,86632000,,,det_1802,
589,COM00693.00,2013,,,,,,88595000,,,det_1802,
590,COM00693.00,2014,,,,,,91454000,,,det_1801,
591,COM00693.00,2015,,,,,,94283000,,,det_1801,
592,COM00693.00,2016,,,,,,98435000,,,det_1801,
593,COM00693.00,2017,,,,,,98534000,,,det_1014,
594,COM00693.00,2018,,,,,,96541000,,,det_1014,
595,COM00693.00,2019,,,,,,94578000,,,det_1014,
596,COM00699.00,2005,,,O.Au,Me.Au,,23653000,,,det_1043,
597,COM00699.00,2014,,,O.Au,Me.Au,,50030000,,,det_1045,
598,COM00699.00,2015,,,O.Au,Me.Au,,49126000,,,det_1045,
599,COM00699.00,2016,,,O.Au,Me.Au,,40847000,,,det_1045,
600,COM00699.00,2017,,,O.Au,Me.Au,,32859000,,,det_1035,
601,COM00699.00,2018,,,O.Au,Me.Au,,31357000,,,det_1035,
602,COM00712.00,2002,,,O.Au,Me.Au,,4746000,,,det_1044,
603,COM00712.00,2003,,,O.Au,Me.Au,,1152000,,,det_1044,
604,COM00712.00,2004,,,O.Au,Me.Au,,3365000,,,det_1043,
605,COM00712.00,2005,,,O.Au,Me.Au,,2327000,,,det_1043,
606,COM00721.02,2020,,Waste rock,,,347000,1075000,,July-June,det_1649,
607,COM00721.02,2020,,Waste rock,,,28000,1075000,,July-June,det_1649,
608,COM00739.00,2016,Surface,Waste rock,,,2780568,3428308.8000000003,,,det_1691,
609,COM00739.00,2017,Surface,Waste rock,,,27885513.6,31853606.400000002,,,det_1691,
610,COM00739.00,2018,Surface,Waste rock,,,29705356.8,34554340.800000004,,,det_1691,
611,COM00743.00,2002,,Waste rock,,,4156000,,,,det_1719,
612,COM00743.00,2003,,Waste rock,,,4487000,,,,det_1715,
613,COM00743.00,2004,,Waste rock,,,11029000,,,,det_1713,
614,COM00743.00,2005,,Waste rock,,,17246000,,,,det_1713,
615,COM00743.00,2006,,Waste rock,,,18843000,,,,det_1713,
616,COM00743.00,2007,,Waste rock,,,10254000,,,,det_1710,
617,COM00743.00,2008,,Waste rock,,,2094000,,,,det_1711,
618,COM00745.00,2011,,,O.Fe,,,77712000,,,det_2078,
619,COM00745.00,2012,,,O.Fe,,,83120000,,,det_2077,
620,COM00745.00,2013,,,O.Fe,,,80641000,,,det_2076,
621,COM00745.00,2014,,,O.Fe,,,72397000,,,det_2075,
622,COM00745.00,2015,,,O.Fe,,,68423000,,,det_2072,
623,COM00745.00,2016,,,O.Fe,,,60781000,,,det_2074,
624,COM00745.00,2017,,,O.Fe,,,63778000,,,det_2071,
625,COM00745.00,2018,,,O.Fe,,,74567000,,,det_2073,
626,COM00745.00,2019,,,O.Fe,,,46668000,,,det_1369,
627,COM00746.00,2008,,Waste rock,,,22556000,,1,,det_1157,
628,COM00746.00,2009,,Waste rock,,,28655300,,1.1,,det_1814,
629,COM00746.00,2010,,Waste rock,,,31644900,,1.2,,det_1814,
630,COM00746.00,2011,,Waste rock,,,39663300,,1.5,,det_1813,
631,COM00746.00,2012,,Waste rock,,,41172700,,1.4,,det_1813,
632,COM00746.00,2013,,Waste rock,,,45805200,,1.7,,det_1155,
633,COM00746.00,2014,,Waste rock,,,37360600,,1.6,,det_1155,
634,COM00746.00,2015,,Waste rock,,,43862000,,2.4,,det_1816,
635,COM00758.00,2002,,Waste rock,,,7580749.38,,,,det_2051,
636,COM00758.00,2003,,Waste rock,,,7955031.96,,,,det_2051,
637,COM00758.00,2004,,Waste rock,,,7672584.88,,,,det_2051,
638,COM00758.00,2005,,Waste rock,,,7278119.84,,,,det_2051,
639,COM00758.00,2006,,Waste rock,,,7383336.3,,,,det_2051,
640,COM00758.00,2015,,Waste rock,,,27717000,,,,det_2048,
641,COM00758.00,2016,,Waste rock,,,27053000,,,,det_2048,
642,COM00758.00,2017,,Waste rock,,,37069000,,,,det_2048,
643,COM00758.00,2018,,Waste rock,,,38613000,,,,det_2048,
644,COM00758.00,2019,,Waste rock,,,45163000,,,,det_2048,
645,COM00760.00,2000,,Waste rock,,,57904860,,,April-March,det_2407,
646,COM00760.00,2001,,Waste rock,,,60518099.99999999,,,April-March,det_2406,
647,COM00760.00,2002,,Waste rock,,,61685640,,,April-March,det_2406,
648,COM00760.00,2003,,Waste rock,,,65942220,,,April-March,det_2405,
649,COM00760.00,2004,,Waste rock,,,64295220,,,April-March,det_2405,
650,COM00760.00,2005,,Waste rock,,,60768200,,,April-March,det_2404,
651,COM00760.00,2006,,Waste rock,,,62732400,,,April-March,det_2402,
652,COM00760.00,2007,,Waste rock,,,67673400,,,April-March,det_2402,
653,COM00760.00,2008,,Waste rock,,,66563200,,,April-March,det_2402,
654,COM00760.00,2009,,Waste rock,,,63244800.00000001,,,April-March,det_2402,
655,COM00760.00,2010,,Waste rock,,,80605399.99999999,,,April-March,det_1666,
656,COM00760.00,2011,,Waste rock,,,104517400,,,April-March,det_1666,
657,COM00760.00,2012,,Waste rock,,,104517400,,,April-March,det_1666,
658,COM00760.00,2013,,Waste rock,,,110313620.00000001,,,April-March,det_1666,
659,COM00760.00,2014,,Waste rock,,,117156600,,,April-March,det_1666,
660,COM00760.00,2015,,Waste rock,,,108849620,,,April-March,det_2388,
661,COM00760.00,2016,,Waste rock,,,120065080,,,April-March,det_2388,
662,COM00760.00,2017,,Waste rock,,,150477240,,,April-March,det_2387,
663,COM00760.00,2018,,Waste rock,,,168578380,,,April-March,det_2387,
664,COM00760.00,2019,,Waste rock,,,158602440,,,April-March,det_2386,
665,COM00760.00,2020,,Waste rock,,,151907080,,,April-March,det_2386,
666,COM00776.00,2005,,Waste rock,,,34257571.2143928,,4.2,,det_1158,
667,COM00776.00,2006,,Waste rock,,,29080209.895052474,,3.4,,det_1158,
668,COM00776.00,2007,,Waste rock,,,29276611.69415292,,3.2,,det_1157,
669,COM00776.00,2008,,Waste rock,,,27728935.532233883,,2.9,,det_1157,
670,COM00776.00,2009,,Waste rock,,,30388905.547226384,,2.5,,det_1814,
671,COM00776.00,2010,,Waste rock,,,43573163.41829085,,4.7,,det_1814,
672,COM00776.00,2011,,Waste rock,,,38060569.71514243,,3,,det_1813,
673,COM00776.00,2012,,Waste rock,,,40238830.58470765,,3.4,,det_1813,
674,COM00776.00,2015,,Waste rock,,,54054000,74592000,,,det_1821,
675,COM00776.00,2016,,Waste rock,,,51480000,75093000,,,det_1820,
676,COM00776.00,2017,,Waste rock,,,43422000,69011000,,,det_1820,
677,COM00776.00,2018,,Waste rock,,,42907000,70431000,,,det_1819,
678,COM00776.00,2019,,Waste rock,,,48364000,74039000,,,det_1819,
679,COM00779.00,2018,,Waste rock,O.Au,,,11700000,,,det_2487,
680,COM00779.00,2019,,Waste rock,O.Au,,6400000,12400000,,,det_1538,
681,COM00779.00,2020,,Waste rock,O.Au,,4400000,10600000,,,det_1538,
682,COM00791.00,2016,Surface,Waste rock,,,6513696,13051886.4,,,det_1691,
683,COM00791.00,2017,Surface,Waste rock,,,26326036.8,38387260.800000004,,,det_1691,
684,COM00791.00,2018,Surface,Waste rock,,,27096249.6,42231067.2,,,det_1691,
685,COM00791.00,2019,Surface,Waste rock,,,32780764.8,45452534.400000006,,,det_1691,
686,COM00793.00,2017,,Waste rock,,,7015000,,6.39,,det_1877,
687,COM00793.00,2018,,Waste rock,,,10662800,,8.65,,det_1785,
688,COM00793.00,2019,,Waste rock,,,10199200,,7.67,,det_1784,
689,COM00793.00,2020,,Waste rock,,,5136200,,2.24,,det_1783,
690,COM00827.00,2007,,Waste rock,,,6260000,10010000,,,det_1892,
691,COM00827.00,2008,,Waste rock,,,8370800,9529320,,,det_1890,
692,COM00827.00,2009,,Waste rock,,,11132511,12283599,,,det_1889,
693,COM00827.00,2010,,Waste rock,,,7873049,9367801,,,det_1888,
694,COM00827.00,2011,,Waste rock,,,10439357,11167610,,,det_1888,
695,COM00827.00,2012,,Waste rock,,,9805000,10748000,,,det_1887,
696,COM00827.00,2013,,Waste rock,,,9696000,11709000,,,det_1887,
697,COM00827.00,2014,,Waste rock,,,2858000,3376000,,,det_1864,
698,COM00827.00,2015,,Waste rock,,,5044000,5428000,,,det_1864,
699,COM00827.00,2016,,Waste rock,,,5585000,7091000,,,det_1863,
700,COM00827.00,2017,,Waste rock,,,7890000,8831000,,,det_1863,
701,COM00827.00,2018,,Waste rock,,,1315000,1862000,,,det_1892,
702,COM00862.00,2017,,,,,2788244.73,3631426.1969999997,,,det_2295,
703,COM00862.00,2017,,,,,1010324.97,3631426.1969999997,,,det_2295,
704,COM00862.00,2017,,,,,2272837.14,3631426.1969999997,,,det_2295,
705,COM00862.00,2017,,,,,2364255,3631426.1969999997,,,det_2295,
706,COM00862.00,2017,,,,,3940425,3631426.1969999997,,,det_2295,
707,COM00862.00,2017,,,,,2398930.74,3631426.1969999997,,,det_2295,
708,COM00862.00,2017,,,,,2146743.54,3631426.1969999997,,,det_2295,
709,COM00862.00,2017,,,,,2525024.3400000003,3631426.1969999997,,,det_2295,
710,COM00862.00,2017,,,,,4332891.33,3631426.1969999997,,,det_2295,
711,COM00862.00,2017,,,,,3535349.3099999996,3631426.1969999997,,,det_2295,
712,COM00862.00,2017,,,,,4039723.7100000004,3631426.1969999997,,,det_2295,
713,COM00862.00,2017,,,,,2449368.18,3631426.1969999997,,,det_2295,
714,COM00862.00,2017,,,,,2994723,3631426.1969999997,,,det_2295,
715,COM00862.00,2017,,,,,3661442.91,3631426.1969999997,,,det_2295,
716,COM00862.00,2017,,,,,1892980.1700000002,3631426.1969999997,,,det_2295,
717,COM00862.00,2017,,,,,2206638,3631426.1969999997,,,det_2295,
718,COM00862.00,2018,,,,,,6117219.6899999995,,,det_1470,
719,COM00862.00,2019,,,,,,8182233.535999999,,,det_1470,
720,COM00869.00,2007,,Waste rock,,,5612000,,,,det_2419,
721,COM00869.00,2008,,Waste rock,,,11834000,,2.53,,det_2418,
722,COM00869.00,2009,,Waste rock,,,22448000,,4.79,,det_2418,
723,COM00869.00,2010,,Waste rock,,,18910000,,3.8,,det_2417,
724,COM00869.00,2011,,Waste rock,,,23180000,,3.8,,det_2417,
725,COM00869.00,2012,,Waste rock,,,24766000,,8,,det_1511,
726,COM00869.00,2013,,Waste rock,,,19032000,,4.1,,det_1511,
727,COM00869.00,2014,,Waste rock,,,31598000,,3.2,,det_2416,
728,COM00869.00,2015,,Waste rock,,,29646000,,4.1,,det_2416,
729,COM00869.00,2016,,Waste rock,,,27694000,,5.9,,det_2415,
730,COM00869.00,2017,,Waste rock,,,4270000,,6.2,,det_2415,
731,COM00869.00,2018,,Waste rock,,,13176000,,5,,det_1510,
732,COM00869.00,2019,,Waste rock,,,21838000,,5.8,,det_1510,
733,COM00871.00,2010,,Waste rock,,,12272.59,,,,det_2308,
734,COM00871.00,2010,,,,,,8586400,,,det_2308,
735,COM00871.00,2011,,Waste rock,,,20289.332,,,,det_2307,
736,COM00871.00,2011,,,,,,7858300,,,det_2307,
737,COM00871.00,2012,,Waste rock,,,14652.444000000001,,,,det_2306,
738,COM00871.00,2012,,,,,,3528400,,,det_2306,
739,COM00871.00,2013,,Waste rock,,,13857.369999999999,,,,det_2305,
740,COM00871.00,2013,,,,,,3020200,,,det_2305,
741,COM00871.00,2014,,Waste rock,,,18176.78,,,,det_2304,
742,COM00871.00,2014,,,,,,3630000,,,det_2304,
743,COM00871.00,2015,,Waste rock,,,2648.62,,,,det_1473,
744,COM00871.00,2015,,,,,,567000,,,det_1473,
745,COM00875.00,2014,Surface,Waste rock,F.coal,,14164600.16,,,,det_2516,"In 2014, the company switched from the reporting period of July-June to January-December. Therefore, the 2014 reporting period only covers July 2014-December 2014. I added the this to the waste produced from the period July 2013-June2014. Thus, the year given here (2014) covers the period of July2013-December2014. (=3413328+8197000)"
746,COM00875.00,2015,Surface,Waste rock,F.coal,,8545997.52,,,,det_2515,
747,COM00875.00,2016,Surface,Waste rock,F.coal,,9220218.32,,,,det_2515,
748,COM00875.00,2017,Surface,Waste rock,F.coal,,9987808.16,,,,det_2514,
749,COM00875.00,2018,Surface,Waste rock,F.coal,,9601803.82,,,,det_2514,
750,COM00875.00,2019,Surface,Waste rock,F.coal,,9905636.28,,,,det_2513,
751,COM00875.00,2020,Surface,Waste rock,F.coal,,11647884.12,,,,det_2513,
752,COM00879.00,2003,,,,,,16739000,,,det_1116,
753,COM00879.00,2004,,,,,,18618000,,,det_1116,
754,COM00879.00,2005,,,,,,18100000,,,det_1685,
755,COM00879.00,2006,,,,,,17382700,,,det_1685,
756,COM00879.00,2007,,,,,,18111700,,,det_1113,
757,COM00879.00,2008,,,,,,13418600,,,det_1113,
758,COM00890.00,2019,,,F.stc,,,,2.32,July-June,det_1546,
759,COM00890.00,2020,,,F.stc,,,,2.28,July-June,det_1546,
760,COM00906.00,2015,Surface,,,,,82373000,,,det_1728,
