id,facility_id,year,type,material,value_tonnes,overall_grade_ppm,amount_sold_tonnes,mine_processing,reporting_period,source_id,comment
2202,COM00299.00,2008,Concentrate,Con.Cu,53293,224000,,,,det_1890,
2203,COM00299.00,2008,Concentrate,Con.Pb,4705,621000,,,,det_1890,
2204,COM00299.00,2008,Concentrate,Con.Zn,10610,415000,,,,det_1890,
2205,COM00299.00,2008,Ore mined,O.bulk,825909,,,,,det_1890,
2206,COM00299.00,2008,Ore processed,O.bulk,833176,,,,,det_1890,
2207,COM00299.00,2009,Concentrate,Con.Cu,66977,245000,,,,det_1889,
2208,COM00299.00,2009,Concentrate,Con.Pb,6575,699000,,,,det_1889,
2209,COM00299.00,2009,Concentrate,Con.Zn,15008,468000,,,,det_1889,
2210,COM00299.00,2009,Ore mined,O.bulk,972599,,,,,det_1889,
2211,COM00299.00,2009,Ore processed,O.bulk,975728,,,,,det_1889,
2212,COM00299.00,2010,Concentrate,Con.Cu,64356,251000,,,,det_1888,
2213,COM00299.00,2010,Concentrate,Con.Pb,6282,660000,,,,det_1888,
2214,COM00299.00,2010,Concentrate,Con.Zn,16448,478000,,,,det_1888,
2215,COM00299.00,2010,Ore mined,O.bulk,978954,,,,,det_1888,
2216,COM00299.00,2010,Ore processed,O.bulk,981682,,,,,det_1888,
2217,COM00299.00,2011,Concentrate,Con.Cu,70650,265000,,,,det_1888,
2218,COM00299.00,2011,Concentrate,Con.Pb,2796,642000,,,,det_1888,
2219,COM00299.00,2011,Concentrate,Con.Zn,16720,489000,,,,det_1888,
2220,COM00299.00,2011,Ore mined,O.bulk,1110104,,,,,det_1888,
2221,COM00299.00,2011,Ore processed,O.bulk,1097759,,,,,det_1888,
2222,COM00299.00,2012,Concentrate,Con.Cu,81305,262000,,,,det_1887,
2223,COM00299.00,2012,Concentrate,Con.Pb,2216,592000,,,,det_1887,
2224,COM00299.00,2012,Concentrate,Con.Zn,16057,486000,,,,det_1887,
2225,COM00299.00,2012,Ore mined,O.bulk,1171000,,,,,det_1887,
2226,COM00299.00,2012,Ore processed,O.bulk,1173000,,,,,det_1887,
2227,COM00299.00,2013,Concentrate,Con.Cu,81351,254000,,,,det_1887,
2228,COM00299.00,2013,Concentrate,Con.Pb,2205,561000,,,,det_1887,
2229,COM00299.00,2013,Concentrate,Con.Zn,16928,478000,,,,det_1887,
2230,COM00299.00,2013,Ore mined,O.bulk,1209000,,,,,det_1887,
2231,COM00299.00,2013,Ore processed,O.bulk,1206000,,,,,det_1887,
2232,COM00299.00,2014,Concentrate,Con.Cu,77734,255000,,,,det_1864,
2233,COM00299.00,2014,Concentrate,Con.Pb,1950,588000,,,,det_1864,
2234,COM00299.00,2014,Concentrate,Con.Zn,14100,462000,,,,det_1864,
2235,COM00299.00,2014,Ore mined,O.bulk,1216000,,,,,det_1864,
2236,COM00299.00,2014,Ore processed,O.bulk,1228000,,,,,det_1864,
2237,COM00299.00,2015,Concentrate,Con.Cu,60826,257000,,,,det_1864,
2238,COM00299.00,2015,Concentrate,Con.Pb,1166,586000,,,,det_1864,
2239,COM00299.00,2015,Concentrate,Con.Zn,12453,471000,,,,det_1864,
2240,COM00299.00,2015,Ore mined,O.bulk,1079000,,,,,det_1864,
2241,COM00299.00,2015,Ore processed,O.bulk,1080000,,,,,det_1864,
2242,COM00299.00,2016,Concentrate,Con.Cu,53744,266000,,,,det_1863,
2243,COM00299.00,2016,Concentrate,Con.Pb,222,584000,,,,det_1863,
2244,COM00299.00,2016,Concentrate,Con.Zn,8866,473000,,,,det_1863,
2245,COM00299.00,2016,Ore mined,O.bulk,996000,,,,,det_1863,
2246,COM00299.00,2016,Ore processed,O.bulk,1001000,,,,,det_1863,
2247,COM00299.00,2017,Concentrate,Con.Cu,61473,272000,,,,det_1863,
2248,COM00299.00,2017,Concentrate,Con.Pb,81,617000,,,,det_1863,
2249,COM00299.00,2017,Concentrate,Con.Zn,8919,475000,,,,det_1863,
2250,COM00299.00,2017,Ore mined,O.bulk,912000,,,,,det_1863,
2251,COM00299.00,2017,Ore processed,O.bulk,912000,,,,,det_1863,
2252,COM00299.00,2018,Concentrate,Con.Cu,62949,261000,,,,det_1862,
2253,COM00299.00,2018,Concentrate,Con.Zn,14300,473000,,,,det_1862,
2254,COM00299.00,2018,Ore mined,O.bulk,989000,,,,,det_1862,
2255,COM00299.00,2018,Ore processed,O.bulk,986000,,,,,det_1862,
2256,COM00299.00,2019,Concentrate,Con.Cu,61270,265000,,,,det_1862,
2257,COM00299.00,2019,Concentrate,Con.Zn,17297,484000,,,,det_1862,
2258,COM00299.00,2019,Ore mined,O.bulk,1143000,,,,,det_1862,
2259,COM00299.00,2019,Ore processed,O.bulk,1146000,,,,,det_1862,
2260,COM00300.00,2005,Ore mined,O.Au,140000,,,,July-June,det_1752,figures represents 100%
2261,COM00300.00,2005,Ore processed,O.Au,130000,,,,July-June,det_1752,figures represents 100%
2262,COM00300.00,2006,Ore mined,O.Au,320000,,,,July-June,det_1754,figures represents 100%
2263,COM00300.00,2006,Ore processed,O.Au,320000,,,,July-June,det_1754,figures represents 100%
2264,COM00300.00,2007,Ore mined,O.Au,380000,,,,July-June,det_1755,
2265,COM00300.00,2007,Ore processed,O.Au,390000,,,,July-June,det_1755,
2266,COM00301.00,2001,Ore mined,O.bulk,1019000,,,,,det_1834,
2267,COM00301.00,2001,Ore processed,O.bulk,1019000,,,,,det_1834,
2268,COM00301.00,2002,Ore mined,O.bulk,912000,,,,,det_1834,
2269,COM00301.00,2002,Ore processed,O.bulk,912000,,,,,det_1834,
2270,COM00301.00,2003,Ore mined,O.bulk,713000,,,,,det_1833,
2271,COM00301.00,2003,Ore processed,O.bulk,713000,,,,,det_1833,
2272,COM00301.00,2004,Ore mined,O.bulk,968000,,,,,det_1833,
2273,COM00301.00,2004,Ore processed,O.bulk,968000,,,,,det_1833,
2274,COM00301.00,2005,Ore mined,O.bulk,988000,,,,,det_1833,
2275,COM00301.00,2005,Ore processed,O.bulk,988000,,,,,det_1833,
2276,COM00301.00,2006,Ore mined,O.bulk,997000,,,,,det_1832,
2277,COM00301.00,2006,Ore processed,O.bulk,997000,,,,,det_1832,
2278,COM00301.00,2007,Ore mined,O.bulk,963000,,,,,det_1832,
2279,COM00301.00,2007,Ore processed,O.bulk,963000,,,,,det_1832,
2280,COM00301.00,2008,Ore mined,O.bulk,1001000,,,,,det_1161,
2281,COM00301.00,2008,Ore processed,O.bulk,1001000,,,,,det_1161,
2282,COM00301.00,2009,Ore mined,O.bulk,395000,,,,,det_1161,
2283,COM00301.00,2009,Ore processed,O.bulk,395000,,,,,det_1161,
2284,COM00301.00,2010,Ore mined,O.bulk,426000,,,,,det_1161,
2285,COM00301.00,2010,Ore processed,O.bulk,426000,,,,,det_1161,
2286,COM00301.00,2011,Ore mined,O.bulk,991000,,,,,det_1162,
2287,COM00301.00,2011,Ore processed,O.bulk,991000,,,,,det_1162,
2288,COM00301.00,2012,Ore mined,O.bulk,797000,,,,,det_1162,
2289,COM00301.00,2012,Ore processed,O.bulk,797000,,,,,det_1162,
2290,COM00301.00,2013,Ore mined,O.bulk,915000,,,,,det_1162,
2291,COM00301.00,2013,Ore processed,O.bulk,915000,,,,,det_1162,
2292,COM00301.00,2014,Ore mined,O.bulk,903000,,,,,det_1160,
2293,COM00301.00,2014,Ore processed,O.bulk,903000,,,,,det_1160,
2294,COM00301.00,2015,Ore mined,O.bulk,774000,,,,,det_1160,
2295,COM00301.00,2015,Ore processed,O.bulk,774000,,,,,det_1160,
2296,COM00301.00,2016,Ore mined,O.bulk,832000,,,,,det_1160,
2297,COM00301.00,2016,Ore processed,O.bulk,832000,,,,,det_1160,
2298,COM00301.00,2017,Ore mined,O.bulk,595000,,,,,det_1159,
2299,COM00301.00,2017,Ore processed,O.bulk,595000,,,,,det_1159,
2300,COM00301.00,2018,Ore mined,O.bulk,608000,,,,,det_1159,
2301,COM00301.00,2018,Ore processed,O.bulk,608000,,,,,det_1159,
2302,COM00301.00,2019,Ore mined,O.bulk,613000,,,,,det_1159,
2303,COM00301.00,2019,Ore processed,O.bulk,613000,,,,,det_1159,
2304,COM00302.00,2001,Ore mined,O.Au,11300000,,,Heap leaching,,det_1062,
2305,COM00302.00,2001,Ore processed,O.Au,11300000,,,Heap leaching,,det_1062,
2306,COM00302.00,2002,Ore mined,O.Au,12400000,,,Heap leaching,,det_1062,
2307,COM00302.00,2002,Ore processed,O.Au,12400000,,,Heap leaching,,det_1062,
2308,COM00302.00,2003,Ore mined,O.Au,17100000,,,Heap leaching,,det_1061,
2309,COM00302.00,2003,Ore processed,O.Au,17100000,,,Heap leaching,,det_1061,
2310,COM00302.00,2004,Ore mined,O.Au,18200000,,,Heap leaching,,det_1061,
2311,COM00302.00,2004,Ore processed,O.Au,18200000,,,Heap leaching,,det_1061,
2312,COM00302.00,2005,Ore mined,O.Au,19200000,,,Heap leaching,,det_1061,
2313,COM00302.00,2005,Ore processed,O.Au,19200000,,,Heap leaching,,det_1061,
2314,COM00302.00,2006,Ore mined,O.Au,21800000,,,Heap leaching,,det_1060,
2315,COM00302.00,2006,Ore processed,O.Au,21800000,,,Heap leaching,,det_1060,
2316,COM00302.00,2007,Ore mined,O.Au,20900000,,,Heap leaching,,det_1060,
2317,COM00302.00,2007,Ore processed,O.Au,20900000,,,Heap leaching,,det_1060,
2318,COM00302.00,2008,Ore mined,O.Au,22100000,,,Heap leaching,,det_1060,
2319,COM00302.00,2008,Ore processed,O.Au,22100000,,,Heap leaching,,det_1060,
2320,COM00302.00,2009,Ore mined,O.Au,18700000,,,Heap leaching,,det_1059,
2321,COM00302.00,2009,Ore processed,O.Au,18700000,,,Heap leaching,,det_1059,
2322,COM00302.00,2010,Ore mined,O.Au,20600000,,,Heap leaching,,det_1059,
2323,COM00302.00,2010,Ore processed,O.Au,20600000,,,Heap leaching,,det_1059,
2324,COM00302.00,2011,Ore mined,O.Au,20300000,,,Heap leaching,,det_1059,
2325,COM00302.00,2011,Ore processed,O.Au,20300000,,,Heap leaching,,det_1059,
2326,COM00302.00,2012,Ore mined,O.Au,20900000,,,Heap leaching,,det_1059,
2327,COM00302.00,2012,Ore processed,O.Au,20900000,,,Heap leaching,,det_1059,
2328,COM00302.00,2013,Ore mined,O.Au,20800000,,,Heap leaching,,det_1059,
2329,COM00302.00,2013,Ore processed,O.Au,20800000,,,Heap leaching,,det_1059,
2330,COM00302.00,2014,Ore mined,O.Au,19300000,,,Heap leaching,,det_1057,
2331,COM00302.00,2014,Ore processed,O.Au,19300000,,,Heap leaching,,det_1057,
2332,COM00302.00,2016,Ore mined,O.Au,19825042,,,,,det_1691,
2333,COM00302.00,2016,Ore processed,O.Au,19825042,,,,,det_1691,
2334,COM00302.00,2017,Ore mined,O.Au,19594613,,,,,det_1691,
2335,COM00302.00,2017,Ore processed,O.Au,19594613,,,,,det_1691,
2336,COM00302.00,2018,Ore mined,O.Au,17653205,,,,,det_1691,
2337,COM00302.00,2018,Ore processed,O.Au,17653205,,,,,det_1691,
2338,COM00302.00,2019,Ore mined,O.Au,21093307,,,,,det_1691,
2339,COM00302.00,2019,Ore processed,O.Au,21093307,,,,,det_1691,
2340,COM00303.00,2004,Ore mined,O.FeTiO3,29992,,,,,det_1475,
2341,COM00303.00,2004,Ore mined,O.TiO2,15602,,,,,det_1475,
2342,COM00303.00,2004,Ore mined,O.Zr,11504,,,,,det_1475,
2343,COM00303.00,2004,Ore processed,O.FeTiO3,29992,,,,,det_1475,
2344,COM00303.00,2004,Ore processed,O.TiO2,15602,,,,,det_1475,
2345,COM00303.00,2004,Ore processed,O.Zr,11504,,,,,det_1475,
2346,COM00303.00,2005,Ore mined,O.FeTiO3,160469,,,,,det_1475,
2347,COM00303.00,2005,Ore mined,O.TiO2,71500,,,,,det_1475,
2348,COM00303.00,2005,Ore mined,O.Zr,53389,,,,,det_1475,
2349,COM00303.00,2005,Ore processed,O.FeTiO3,160469,,,,,det_1475,
2350,COM00303.00,2005,Ore processed,O.TiO2,71500,,,,,det_1475,
2351,COM00303.00,2005,Ore processed,O.Zr,53389,,,,,det_1475,
2352,COM00303.00,2006,Ore mined,O.FeTiO3,176802,,,,,det_1476,
2353,COM00303.00,2006,Ore mined,O.TiO2,72217,,,,,det_1476,
2354,COM00303.00,2006,Ore mined,O.Zr,52963,,,,,det_1476,
2355,COM00303.00,2006,Ore processed,O.FeTiO3,176802,,,,,det_1476,
2356,COM00303.00,2006,Ore processed,O.TiO2,72217,,,,,det_1476,
2357,COM00303.00,2006,Ore processed,O.Zr,52963,,,,,det_1476,
2358,COM00303.00,2007,Ore mined,O.FeTiO3,174413,,,,,det_1476,
2359,COM00303.00,2007,Ore mined,O.TiO2,79545,,,,,det_1476,
2360,COM00303.00,2007,Ore mined,O.Zr,60561,,,,,det_1476,
2361,COM00303.00,2007,Ore processed,O.FeTiO3,174413,,,,,det_1476,
2362,COM00303.00,2007,Ore processed,O.TiO2,79545,,,,,det_1476,
2363,COM00303.00,2007,Ore processed,O.Zr,60561,,,,,det_1476,
2364,COM00305.00,2000,Ore mined,O.bulk,30475000,,,,,det_1805,
2365,COM00305.00,2000,Ore processed,O.bulk,30475000,,,,,det_1805,
2366,COM00305.00,2001,Ore mined,O.bulk,30221000,,,,,det_1805,
2367,COM00305.00,2001,Ore processed,O.bulk,30221000,,,,,det_1805,
2368,COM00305.00,2002,Concentrate,Con.Cu,651200,,,,,det_1804,
2369,COM00305.00,2002,Ore mined,O.bulk,29756000,,,,,det_1804,
2370,COM00305.00,2002,Ore processed,O.bulk,29756000,,,,,det_1804,
2371,COM00305.00,2003,Concentrate,Con.Cu,710000,,,,,det_1804,
2372,COM00305.00,2003,Ore mined,O.bulk,29798000,,,,,det_1804,
2373,COM00305.00,2003,Ore processed,O.bulk,29798000,,,,,det_1804,
2374,COM00305.00,2004,Concentrate,Con.Cu,752900,,,,,det_1804,
2375,COM00305.00,2004,Ore mined,O.bulk,29319000,,,,,det_1804,
2376,COM00305.00,2004,Ore processed,O.bulk,29319000,,,,,det_1804,
2377,COM00305.00,2005,Concentrate,Con.Cu,619200,,,,,det_1803,
2378,COM00305.00,2005,Concentrate,Con.Mo,9500,,,,,det_1803,
2379,COM00305.00,2005,Ore mined,O.bulk,29544000,,,,,det_1803,
2380,COM00305.00,2005,Ore mined,O.oxi,0,,,,,det_1803,
2381,COM00305.00,2005,Ore processed,O.bulk,29621000,,,,,det_1803,
2382,COM00305.00,2006,Concentrate,Con.Cu,666700,,,,,det_1803,
2383,COM00305.00,2006,Concentrate,Con.Mo,6400,,,,,det_1803,
2384,COM00305.00,2006,Ore mined,O.bulk,28299000,,,,,det_1803,
2385,COM00305.00,2006,Ore mined,O.oxi,41600,6550,,,,det_1803,
2386,COM00305.00,2006,Ore processed,O.bulk,28228000,,,,,det_1803,
2387,COM00305.00,2007,Concentrate,Con.Cu,706700,,,,,det_1803,
2388,COM00305.00,2007,Concentrate,Con.Mo,7000,,,,,det_1803,
2389,COM00305.00,2007,Ore mined,O.bulk,28310000,,,,,det_1803,
2390,COM00305.00,2007,Ore mined,O.oxi,0,,,,,det_1803,
2391,COM00305.00,2007,Ore processed,O.bulk,28352000,,,,,det_1803,
2392,COM00305.00,2008,Concentrate,Con.Cu,759100,,,,,det_1598,
2393,COM00305.00,2008,Concentrate,Con.Mo,8100,,,,,det_1598,
2394,COM00305.00,2008,Ore mined,O.bulk,30217000,,,,,det_1598,
2395,COM00305.00,2008,Ore mined,O.oxi,0,,,,,det_1598,
2396,COM00305.00,2008,Ore processed,O.bulk,30250000,,,,,det_1598,
2397,COM00305.00,2009,Concentrate,Con.Cu,718900,,,,,det_1598,
2398,COM00305.00,2009,Concentrate,Con.Mo,9600,,,,,det_1598,
2399,COM00305.00,2009,Ore mined,O.bulk,32030000,,,,,det_1598,
2400,COM00305.00,2009,Ore mined,O.oxi,11000,5150,,,,det_1598,
2401,COM00305.00,2009,Ore processed,O.bulk,32049000,,,,,det_1598,
2402,COM00305.00,2010,Concentrate,Con.Cu,620700,,,,,det_1598,
2403,COM00305.00,2010,Concentrate,Con.Mo,9700,,,,,det_1598,
2404,COM00305.00,2010,Ore mined,O.bulk,31461000,,,,,det_1598,
2405,COM00305.00,2010,Ore mined,O.oxi,10000,5190,,,,det_1598,
2406,COM00305.00,2010,Ore processed,O.bulk,31419000,,,,,det_1598,
2407,COM00305.00,2011,Concentrate,Con.Cu,542300,,,,,det_1802,
2408,COM00305.00,2011,Concentrate,Con.Mo,5200,,,,,det_1802,
2409,COM00305.00,2011,Ore mined,O.bulk,29073000,,,,,det_1802,
2410,COM00305.00,2011,Ore mined,O.oxi,3096000,5510,,,,det_1802,
2411,COM00305.00,2011,Ore processed,O.bulk,28946000,,,,,det_1802,
2412,COM00305.00,2012,Concentrate,Con.Cu,620700,,,,,det_1802,
2413,COM00305.00,2012,Concentrate,Con.Mo,5400,,,,,det_1802,
2414,COM00305.00,2012,Ore mined,O.bulk,28708000,,,,,det_1802,
2415,COM00305.00,2012,Ore mined,O.oxi,554000,5380,,,,det_1802,
2416,COM00305.00,2012,Ore processed,O.bulk,28732000,,,,,det_1802,
2417,COM00305.00,2013,Concentrate,Con.Cu,659800,,,,,det_1802,
2418,COM00305.00,2013,Concentrate,Con.Mo,5800,,,,,det_1802,
2419,COM00305.00,2013,Ore mined,O.bulk,29269000,,,,,det_1802,
2420,COM00305.00,2013,Ore mined,O.oxi,3071000,4670,,,,det_1802,
2421,COM00305.00,2013,Ore processed,O.bulk,29353000,,,,,det_1802,
2422,COM00305.00,2014,Concentrate,Con.Cu,702100,,,,,det_1801,
2423,COM00305.00,2014,Concentrate,Con.Mo,7400,,,,,det_1801,
2424,COM00305.00,2014,Ore mined,O.bulk,30555000,,,,,det_1801,
2425,COM00305.00,2014,Ore mined,O.oxi,1898000,6710,,,,det_1801,
2426,COM00305.00,2014,Ore processed,O.bulk,30555000,,,,,det_1801,
2427,COM00305.00,2015,Concentrate,Con.Cu,694600,,,,,det_1801,
2428,COM00305.00,2015,Concentrate,Con.Mo,8200,,,,,det_1801,
2429,COM00305.00,2015,Ore mined,O.bulk,30956000,,,,,det_1801,
2430,COM00305.00,2015,Ore mined,O.oxi,0,,,,,det_1801,
2431,COM00305.00,2015,Ore processed,O.bulk,31093000,,,,,det_1801,
2432,COM00305.00,2016,Concentrate,Con.Cu,656500,,,,,det_1801,
2433,COM00305.00,2016,Concentrate,Con.Mo,7100,,,,,det_1801,
2434,COM00305.00,2016,Ore mined,O.bulk,30825000,,,,,det_1801,
2435,COM00305.00,2016,Ore mined,O.oxi,0,,,,,det_1801,
2436,COM00305.00,2016,Ore processed,O.bulk,30681000,,,,,det_1801,
2437,COM00305.00,2017,Concentrate,Con.Cu,607500,,,,,det_1014,
2438,COM00305.00,2017,Concentrate,Con.Mo,5800,,,,,det_1014,
2439,COM00305.00,2017,Ore mined,O.bulk,29769000,,,,,det_1014,
2440,COM00305.00,2017,Ore mined,O.oxi,0,,,,,det_1014,
2441,COM00305.00,2017,Ore processed,O.bulk,29751000,,,,,det_1014,
2442,COM00305.00,2018,Concentrate,Con.Cu,660700,,,,,det_1014,
2443,COM00305.00,2018,Concentrate,Con.Mo,5800,,,,,det_1014,
2444,COM00305.00,2018,Ore mined,O.bulk,29571000,,,,,det_1014,
2445,COM00305.00,2018,Ore mined,O.oxi,1122000,4560,,,,det_1014,
2446,COM00305.00,2018,Ore processed,O.bulk,29575000,,,,,det_1014,
2447,COM00305.00,2019,Concentrate,Con.Cu,625500,,,,,det_1014,
2448,COM00305.00,2019,Concentrate,Con.Mo,6100,,,,,det_1014,
2449,COM00305.00,2019,Ore mined,O.bulk,29017000,,,,,det_1014,
2450,COM00305.00,2019,Ore mined,O.oxi,1513000,4830,,,,det_1014,
2451,COM00305.00,2019,Ore processed,O.bulk,29056000,,,,,det_1014,
2452,COM00310.00,2008,Ore mined,O.bulk,11378,,,,,det_2134,
2453,COM00310.00,2008,Ore processed,O.bulk,11378,,,,,det_2134,
2454,COM00310.00,2009,Ore mined,O.bulk,6232,,,,,det_2134,
2455,COM00310.00,2009,Ore processed,O.bulk,6232,,,,,det_2134,
2456,COM00310.00,2010,Ore mined,O.bulk,24737,,,,,det_2133,
2457,COM00310.00,2010,Ore processed,O.bulk,24737,,,,,det_2133,
2458,COM00310.00,2011,Ore mined,O.bulk,31954,,,,,det_2133,
2459,COM00310.00,2011,Ore processed,O.bulk,31954,,,,,det_2133,
2460,COM00310.00,2012,Ore mined,O.bulk,84028,,,,,det_2132,
2461,COM00310.00,2012,Ore processed,O.bulk,84028,,,,,det_2132,
2462,COM00310.00,2013,Ore mined,O.bulk,106853,,,,,det_2132,
2463,COM00310.00,2013,Ore processed,O.bulk,106853,,,,,det_2132,
2464,COM00310.00,2014,Ore mined,O.bulk,155269,,,,,det_2131,
2465,COM00310.00,2014,Ore processed,O.bulk,155269,,,,,det_2131,
2466,COM00310.00,2015,Ore mined,O.bulk,202033,,,,,det_2131,
2467,COM00310.00,2015,Ore processed,O.bulk,202033,,,,,det_2131,
2468,COM00310.00,2016,Ore mined,O.bulk,186898,,,,,det_2130,
2469,COM00310.00,2016,Ore processed,O.bulk,186898,,,,,det_2130,
2470,COM00310.00,2017,Ore mined,O.bulk,88011,,,,,det_2130,
2471,COM00310.00,2017,Ore processed,O.bulk,88011,,,,,det_2130,
2472,COM00310.00,2018,Ore mined,O.bulk,186889,,,,,det_2129,
2473,COM00310.00,2018,Ore processed,O.bulk,186889,,,,,det_2129,
2474,COM00310.00,2019,Ore mined,O.bulk,285236,,,,,det_2129,
2475,COM00310.00,2019,Ore processed,O.bulk,285236,,,,,det_2129,
2476,COM00314.00,2012,Ore mined,O.Al,31800000,,,,,det_1627,
2477,COM00314.00,2012,Ore processed,O.Al,31800000,,,,,det_1627,
2478,COM00314.00,2013,Ore mined,O.Al,31400000,,,,,det_1272,
2479,COM00314.00,2013,Ore processed,O.Al,31400000,,,,,det_1272,
2480,COM00314.00,2014,Ore mined,O.Al,31400000,,,,,det_1994,
2481,COM00314.00,2014,Ore processed,O.Al,31400000,,,,,det_1994,
2482,COM00314.00,2015,Ore mined,O.Al,31700000,,,,,det_1271,
2483,COM00314.00,2015,Ore processed,O.Al,31700000,,,,,det_1271,
2484,COM00314.00,2016,Ore mined,O.Al,32400000,,,,,det_1993,
2485,COM00314.00,2016,Ore processed,O.Al,32400000,,,,,det_1993,
2486,COM00314.00,2017,Ore mined,O.Al,33200000,,,,,det_1992,
2487,COM00314.00,2017,Ore processed,O.Al,33200000,,,,,det_1992,
2488,COM00314.00,2018,Ore mined,O.Al,33500000,,,,,det_1991,
2489,COM00314.00,2018,Ore processed,O.Al,33500000,,,,,det_1991,
2490,COM00314.00,2019,Ore mined,O.Al,34700000,,,,,det_1270,
2491,COM00314.00,2019,Ore processed,O.Al,34700000,,,,,det_1270,
2492,COM00315.00,2002,Ore mined,O.Au,849000,,,,,det_1044,
2493,COM00315.00,2002,Ore processed,O.Au,849000,,,,,det_1044,
2494,COM00315.00,2003,Ore mined,O.Au,879000,,,,,det_1044,
2495,COM00315.00,2003,Ore processed,O.Au,879000,,,,,det_1044,
2496,COM00315.00,2004,Ore mined,O.Au,861000,,,,,det_1043,
2497,COM00315.00,2004,Ore processed,O.Au,861000,,,,,det_1043,
2498,COM00315.00,2005,Ore mined,O.Au,859000,,,,,det_1043,
2499,COM00315.00,2005,Ore processed,O.Au,859000,,,,,det_1043,
2500,COM00315.00,2018,Ore mined,O.Au,402271,,,,July-June,det_1700,Includes gold ore mined at the (Leonora) King of the Hills mine.
2501,COM00315.00,2018,Ore processed,O.Au,458835,,,,July-June,det_1700,Includes gold ore mined at the (Leonora) King of the Hills mine.
2502,COM00315.00,2019,Ore mined,O.Au,496896,,,,July-June,det_1699,
2503,COM00315.00,2019,Ore processed,O.Au,496896,,,,July-June,det_1699,
2504,COM00315.00,2020,Ore mined,O.Au,574980,,,,July-June,det_1699,
2505,COM00315.00,2020,Ore processed,O.Au,574980,,,,July-June,det_1699,
2506,COM00321.00,2012,Concentrate,Con.MnCO3,761000,,,,,det_2047,
2507,COM00321.00,2012,Concentrate,Con.MnO,55000,,,,,det_2047,
2508,COM00321.00,2012,Ore mined,O.Mn,1266000,,,,,det_2047,
2509,COM00321.00,2012,Ore processed,O.Mn,1266000,,,,,det_2047,
2510,COM00321.00,2013,Concentrate,Con.MnCO3,867000,,,,,det_2047,
2511,COM00321.00,2013,Concentrate,Con.MnO,90000,,,,,det_2047,
2512,COM00321.00,2013,Ore mined,O.Mn,1455000,,,,,det_2047,
2513,COM00321.00,2013,Ore processed,O.Mn,1455000,,,,,det_2047,
2514,COM00321.00,2014,Concentrate,Con.MnCO3,927000,,,,,det_2046,
2515,COM00321.00,2014,Concentrate,Con.MnO,103000,,,,,det_2046,
2516,COM00321.00,2014,Ore mined,O.Mn,1907000,,,,,det_2046,
2517,COM00321.00,2014,Ore processed,O.Mn,1907000,,,,,det_2046,
2518,COM00321.00,2015,Concentrate,Con.MnCO3,929000,,,,,det_2046,
2519,COM00321.00,2015,Concentrate,Con.MnO,78000,,,,,det_2046,
2520,COM00321.00,2015,Ore mined,O.Mn,1147000,,,,,det_2046,
2521,COM00321.00,2015,Ore processed,O.Mn,1147000,,,,,det_2046,
2522,COM00321.00,2016,Concentrate,Con.MnCO3,1002000,,,,,det_2045,
2523,COM00321.00,2016,Concentrate,Con.MnO,125000,,,,,det_2045,
2524,COM00321.00,2016,Ore mined,O.Mn,1505000,,,,,det_2045,
2525,COM00321.00,2016,Ore processed,O.Mn,1505000,,,,,det_2045,
2526,COM00321.00,2017,Concentrate,Con.MnCO3,938000,,,,,det_2045,
2527,COM00321.00,2017,Concentrate,Con.MnO,131000,,,,,det_2045,
2528,COM00321.00,2017,Ore mined,O.Mn,1800000,,,,,det_2045,
2529,COM00321.00,2017,Ore processed,O.Mn,1800000,,,,,det_2045,
2530,COM00321.00,2018,Concentrate,Con.MnCO3,1024000,,,,,det_2044,
2531,COM00321.00,2018,Concentrate,Con.MnO,26000,,,,,det_2044,
2532,COM00321.00,2018,Ore mined,O.Mn,1875000,,,,,det_2044,
2533,COM00321.00,2018,Ore processed,O.Mn,1875000,,,,,det_2044,
2534,COM00321.00,2019,Concentrate,Con.MnCO3,948000,,,,,det_2044,
2535,COM00321.00,2019,Ore mined,O.Mn,1646000,,,,,det_2044,
2536,COM00321.00,2019,Ore processed,O.Mn,1646000,,,,,det_2044,
2537,COM00326.00,2019,Ore mined,O.bulk,633896,,,,July-June,det_2368,
2538,COM00326.00,2019,Ore processed,O.bulk,607116,,,,July-June,det_2368,
2539,COM00326.00,2020,Ore mined,O.bulk,707899,,,,July-June,det_2368,
2540,COM00326.00,2020,Ore processed,O.bulk,659353,,,,July-June,det_2368,
2541,COM00327.00,2012,Ore mined,O.Cu,17000,,,,July-June,det_2332,
2542,COM00327.00,2012,Ore mined,O.oxi,2061000,,,,July-June,det_2332,
2543,COM00327.00,2012,Ore mined,O.sul,28000,,,,July-June,det_2332,
2544,COM00327.00,2012,Ore processed,O.Cu,17000,,,,July-June,det_2332,
2545,COM00327.00,2012,Ore processed,O.oxi,2061000,,,,July-June,det_2332,
2546,COM00327.00,2012,Ore processed,O.sul,28000,,,,July-June,det_2332,
2547,COM00327.00,2013,Concentrate,Con.bulk,144602,,130402,,July-June,det_2331,
2548,COM00327.00,2013,Ore mined,O.bulk,1103791,,,,July-June,det_2331,
2549,COM00327.00,2013,Ore mined,O.Cu,127951,,,,July-June,det_2331,
2550,COM00327.00,2013,Ore mined,O.oxi,3559,,,,July-June,det_2331,
2551,COM00327.00,2013,Ore processed,O.bulk,935118,,,,July-June,det_2331,
