id,facility_id,year,product,value_tonnes,transport_to,transport_by,export,export_to,reporting_period,source_id,comment
345,COM00403.00,2016,Con.Fe,1985000,Geraldton Port,"Truck, Rail",,,July-June,det_2378,
346,COM00403.00,2016,Con.Fe,1360000,Geraldton Port,"Truck, Rail",,,July-June,det_2378,
347,COM00403.00,2017,Con.Fe,1939000,Geraldton Port,"Truck, Rail",,,July-June,det_2377,
348,COM00403.00,2017,Con.Fe,801000,Geraldton Port,"Truck, Rail",,,July-June,det_2377,
349,COM00403.00,2018,Con.Fe,2058000,Geraldton Port,"Truck, Rail",,,July-June,det_2377,
350,COM00403.00,2018,Con.Fe,1582000,Geraldton Port,"Truck, Rail",,,July-June,det_2377,
351,COM00403.00,2019,Con.Fe,1329000,Geraldton Port,"Truck, Rail",,,July-June,det_1502,
352,COM00403.00,2019,Con.Fe,1286000,Geraldton Port,"Truck, Rail",,,July-June,det_1502,
353,COM00403.00,2020,Con.Fe,1428000,Geraldton Port,"Truck, Rail",,,July-June,det_1502,
354,COM00403.00,2020,Con.Fe,1148000,Geraldton Port,"Truck, Rail",,,July-June,det_1502,
355,COM00408.00,2019,F.lig,,Coal Creek Station,,,,,det_1373,
356,COM00421.00,2008,O.Fe,,Herb Elliott Port at Port Hedland,Rail,No,,July-June,det_1355,
357,COM00421.00,2009,O.Fe,,Herb Elliott Port at Port Hedland,Rail,No,,July-June,det_1355,
358,COM00421.00,2010,O.Fe,,Herb Elliott Port at Port Hedland,Rail,No,,July-June,det_1355,
359,COM00421.00,2011,O.Fe,,Herb Elliott Port at Port Hedland,Rail,No,,July-June,det_1355,
360,COM00421.00,2012,O.Fe,,Herb Elliott Port at Port Hedland,Rail,No,,July-June,det_1355,
361,COM00421.00,2013,O.Fe,,Herb Elliott Port at Port Hedland,Rail,No,,July-June,det_1355,
362,COM00421.00,2014,O.Fe,,Herb Elliott Port at Port Hedland,Rail,No,,July-June,det_1355,
363,COM00421.00,2015,O.Fe,,Herb Elliott Port at Port Hedland,Rail,No,,July-June,det_1355,
364,COM00421.00,2016,O.Fe,,Herb Elliott Port at Port Hedland,Rail,No,,July-June,det_1355,
365,COM00421.00,2017,O.Fe,,Herb Elliott Port at Port Hedland,Rail,No,,July-June,det_1355,
366,COM00421.00,2018,O.Fe,,Herb Elliott Port at Port Hedland,Rail,No,,July-June,det_1355,
367,COM00421.00,2019,O.Fe,,Herb Elliott Port at Port Hedland,Rail,No,,July-June,det_1355,
368,COM00425.00,2019,F.coal,,,Rail,,,,det_2144,
369,COM00428.00,2019,F.lig,,Great Plains Synfuels Plant,,,,,det_1373,
370,COM00428.00,2019,F.lig,,Antelope Valley Station,,,,,det_1373,
371,COM00428.00,2019,F.lig,,Leland Olds Station,,,,,det_1373,
372,COM00445.00,2019,F.coal,,,"Truck, Rail",,,,det_2144,
373,COM00447.00,2019,O.Mn,344000,TEMCO,Sea,No,,,det_2822,
374,COM00448.00,2017,F.coal,,,Truck,,,,det_1427,
375,COM00480.00,2019,F.coal,,,"Rail, Truck, Barge",,,,det_1411,
376,COM00484.00,2013,Con.Cu,,Port of Geraldton,Truck,Yes,"Europe, Asia",,det_2819,
377,COM00484.00,2013,Con.pgm,,Port of Geraldton,Truck,Yes,"Europe, Asia",,det_2819,
378,COM00484.00,2013,Con.Zn,,Port of Geraldton,Truck,Yes,"Europe, Asia",,det_2819,
379,COM00489.00,,F.coc,,"Hay Point port, Gladstone port, Dalrymple Bay port, Abbot Point port",Rail,,,,det_1608,
380,COM00491.00,2018,,,,"Road, Air, Sea",,,,det_1065,
381,COM00496.00,2019,Con.Cu,,PT Smelting,,,,,det_1167,
382,COM00499.00,2019,F.coal,,,CSX rail,,,,det_1426,
383,COM00502.01,,F.coc,,"Hay Point port, Gladstone port",Rail,,,,det_1608,
384,COM00502.02,,F.coc,,"Hay Point port, Gladstone port",Rail,,,,det_1608,
385,COM00518.00,2018,,,,"Railway, Sea",,,,det_1065,
386,COM00519.00,2018,,,,"Railway, Sea",,,,det_1065,
387,COM00520.00,2018,,,,"Railway, Sea",,,,det_1065,
388,COM00521.00,2019,F.coal,,,"Rail, Truck, Barge",,,,det_1411,
389,COM00530.00,2019,,,,Road,,,,det_1167,
390,COM00532.00,2015,Con.Fe,3640000,AHMSA Monclova Steel Plant,,No,,,det_2087,
391,COM00532.00,2016,Con.Fe,3570000,AHMSA Monclova Steel Plant,,No,,,det_1371,
392,COM00532.00,2017,Con.Fe,3090000,AHMSA Monclova Steel Plant,,No,,,det_1371,
393,COM00532.00,2018,Con.Fe,3390000,AHMSA Monclova Steel Plant,,No,,,det_1371,
394,COM00541.00,2009,O.Ni,247021,,,Yes,China,,det_2236,Nickel grade: 1.86%
395,COM00541.00,2009,O.Ni,1939626,,,Yes,China,,det_2236,Nickel grade: 1%
396,COM00541.00,2010,O.Ni,265043,,,Yes,China,,det_2236,Nickel grade: 1.76%
397,COM00541.00,2010,O.Ni,2101807,,,Yes,China,,det_2236,Nickel grade: 0.9%
398,COM00541.00,2011,O.Ni,115571,,,Yes,China,,det_2236,Nickel grade: 1.68%
399,COM00541.00,2011,O.Ni,11000,,,Yes,Japan,,det_2236,Nickel grade: 0.76%
400,COM00541.00,2011,O.Ni,2462303,,,Yes,China,,det_2236,Nickel grade: 0.8%
401,COM00541.00,2012,O.Ni,2636698,,,Yes,China,,det_2235,Nickel grade: 0.85%
402,COM00541.00,2013,O.Ni,99043,,,Yes,China,,det_2235,Nickel grade: 1.73%
403,COM00541.00,2013,O.Ni,3342936,,,Yes,China,,det_2235,Nickel grade: 0.84%
404,COM00541.00,2014,O.Ni,314083,,,Yes,China,,det_2234,Nickel grade: 1.58%
405,COM00541.00,2014,O.Ni,3148861,,,Yes,China,,det_2234,Nickel grade: 0.88%
406,COM00541.00,2015,O.Ni,649662,,,Yes,China,,det_2234,Nickel grade: 1.53%
407,COM00541.00,2015,O.Ni,2559815,,,Yes,China,,det_2234,Nickel grade: 0.87%
408,COM00541.00,2016,O.Ni,1191431,,,Yes,China,,det_2234,Nickel grade: 1.49%
409,COM00541.00,2016,O.Ni,1842894,,,Yes,China,,det_2234,Nickel grade: 0.91%
410,COM00541.00,2017,O.Ni,51906,,,Yes,Japan,,det_1447,Nickel grade: 1.45%
411,COM00541.00,2017,O.Ni,485613,,,Yes,China,,det_1447,Nickel grade: 1.39%
412,COM00541.00,2017,O.Ni,49946,,,Yes,Japan,,det_1447,Nickel grade: 1%
413,COM00541.00,2017,O.Ni,266904,,,Yes,China,,det_1447,Nickel grade: 0.82%
414,COM00541.00,2018,O.Ni,1477347,,,Yes,China,,det_1447,Nickel grade: 1.51%
415,COM00541.00,2018,O.Ni,674610,,,Yes,China,,det_1447,Nickel grade: 0.88%
416,COM00541.00,2019,O.Ni,485613,,,Yes,China,,det_1447,Nickel grade: 1.53%
417,COM00541.00,2019,O.Ni,10007,Coral Bay Nickel Corporation,,No,,,det_1447,Nickel grade: 1.27%
418,COM00541.00,2019,O.Ni,1524216,,,Yes,China,,det_1447,Nickel grade: 0.85%
419,COM00544.00,2018,,,,"Railway, Sea",,,,det_1065,
420,COM00545.00,2016,F.coal,,,"Rail, Truck, Barge",,,,det_2162,
421,COM00549.00,2003,F.coal,,,Rail,,,,det_1425,
422,COM00560.00,2010,Con.Cu,,San Luis Potosi Smelter,,,,,det_1802,
423,COM00560.00,2011,Con.Cu,,La Caridad Processing,,,,,det_1802,
424,COM00560.00,2013,Con.Cu,,San Luis Potosi Refinery,,,,,det_1802,
425,COM00560.00,2013,Con.Zn,,San Luis Potosi Refinery,,,,,det_1802,
426,COM00562.00,2013,Con.Cu,,La Caridad,,,,,det_1802,
427,COM00563.00,2013,Con.Zn,,San Luis Potosi Refinery,,,,,det_1802,
428,COM00568.00,2019,,,,"Rail, Lake vessels, Road",,,,det_1218,
429,COM00571.00,2005,F.coal,,,Rail,,,,det_1423,
430,COM00573.00,2000,,604000,,,Yes,,,det_2816,
431,COM00573.00,2001,,833000,,,Yes,,,det_2816,
432,COM00573.00,2002,,899000,,,Yes,,,det_2815,
433,COM00573.00,2003,,861000,,,Yes,,,det_2815,
434,COM00573.00,2004,,842000,,,Yes,,,det_2814,
435,COM00573.00,2005,,872000,,,Yes,,,det_2814,
436,COM00573.00,2006,,1077000,,,Yes,,,det_2813,
437,COM00573.00,2007,,662000,,,Yes,,,det_2813,
438,COM00583.00,,,,Tubarao port,Rail,,,,det_1159,
439,COM00584.00,2010,O.Fe,526000,,,Yes,,,det_2064,
440,COM00584.00,2011,O.Fe,785000,,,Yes,,,det_2064,
441,COM00584.00,2012,O.Fe,1338000,,,Yes,,,det_2063,
442,COM00584.00,2013,O.Fe,499000,,,Yes,,,det_2063,
443,COM00584.00,2014,O.Fe,680000,,,Yes,,,det_2062,
444,COM00584.00,2015,O.Fe,0,,,Yes,,,det_2062,
445,COM00584.00,2016,O.Fe,521000,,,Yes,,,det_2061,
446,COM00584.00,2017,O.Fe,891000,,,Yes,,,det_2061,
447,COM00584.00,2018,O.Fe,3274000,,,Yes,,,det_2060,
448,COM00584.00,2019,O.Fe,4631000,,,Yes,,,det_2060,
449,COM00595.00,2019,O.Al,,Chalco Henan Branch,"Rail, Road",No,,,det_1274,
450,COM00597.00,,,,Port Hedland,"Overland conveyor, Rail",,,,det_1608,
451,COM00601.00,2012,F.coal,,,"Rail, Truck",,,,det_1419,
452,COM00607.00,2019,,,,Rail,,,,det_1270,
453,COM00619.00,2011,F.coc,,Temirtau steel plant,,No,,,det_1923,
454,COM00619.00,2012,F.coc,,Temirtau steel plant,,No,,,det_1922,
455,COM00619.00,2013,F.coc,,Temirtau steel plant,,No,,,det_1220,
456,COM00619.00,2014,F.coc,,Temirtau steel plant,,No,,,det_1221,
457,COM00619.00,2015,F.coc,,Temirtau steel plant,,No,,,det_1921,
458,COM00619.00,2016,F.coc,,Temirtau steel plant,,No,,,det_1920,
459,COM00619.00,2017,F.coc,,Temirtau steel plant,,No,,,det_1919,
460,COM00619.00,2018,F.coc,,Temirtau steel plant,,No,,,det_1918,
461,COM00619.00,2019,F.coc,,Temirtau steel plant,,No,,,det_1218,
462,COM00626.00,2019,F.coal,,,Rail,,,,det_2144,
463,COM00630.00,2018,F.coal,,,"Truck, Rail, Conveyor belt",,,,det_1431,
464,COM00632.00,2011,Con.Fe,700000,Temirtau steel plant,Rail,No,,,det_1923,
465,COM00632.00,2012,Con.Fe,680000,Temirtau steel plant,Rail,No,,,det_1922,
466,COM00632.00,2013,Con.Fe,700000,Temirtau steel plant,Rail,No,,,det_1220,
467,COM00632.00,2014,Con.Fe,700000,Temirtau steel plant,Rail,No,,,det_1221,
468,COM00632.00,2015,Con.Fe,700000,Temirtau steel plant,Rail,No,,,det_1921,
469,COM00632.00,2016,Con.Fe,500000,Temirtau steel plant,Rail,No,,,det_1920,
470,COM00632.00,2017,Con.Fe,400000,Temirtau steel plant,Rail,No,,,det_1919,
471,COM00632.00,2018,Con.Fe,600000,Temirtau steel plant,Rail,No,,,det_1918,
472,COM00632.00,2019,Con.Fe,400000,Temirtau steel plant,Rail,No,,,det_1218,
473,COM00633.00,2020,F.coal,,Gladstone port,Rail,,,,det_1508,
474,COM00641.00,2020,O.nep,,Achinsk Alumina Refinery,Rail,No,,,det_2827,
475,COM00644.00,2016,F.coal,8667000,,,Yes,China,,det_2831,
476,COM00644.00,2016,F.coal,3231000,,,Yes,India,,det_2831,
477,COM00644.00,2016,F.coal,2650000,,,Yes,Korea,,det_2831,
478,COM00644.00,2016,F.coal,2350000,,,Yes,Philippines,,det_2831,
479,COM00644.00,2016,F.coal,1835000,,,Yes,Malaysia,,det_2831,
480,COM00644.00,2016,F.coal,1460000,,,Yes,Japan,,det_2831,
481,COM00644.00,2016,F.coal,1275000,,,Yes,Taiwan,,det_2831,
482,COM00644.00,2016,F.coal,970000,,,Yes,Thailand,,det_2831,
483,COM00644.00,2017,F.coal,10800000,,,Yes,China,,det_2423,
484,COM00644.00,2017,F.coal,3100000,,,Yes,India,,det_2423,
485,COM00644.00,2017,F.coal,3500000,,,Yes,Korea,,det_2423,
486,COM00644.00,2017,F.coal,1500000,,,Yes,Philippines,,det_2423,
487,COM00644.00,2017,F.coal,1300000,,,Yes,Malaysia,,det_2423,
488,COM00644.00,2017,F.coal,1200000,,,Yes,Japan,,det_2423,
489,COM00644.00,2017,F.coal,1400000,,,Yes,Taiwan,,det_2423,
490,COM00644.00,2017,F.coal,500000,,,Yes,Thailand,,det_2423,
491,COM00644.00,2018,F.coal,12100000,,,Yes,China,,det_2422,
492,COM00644.00,2018,F.coal,3000000,,,Yes,India,,det_2422,
493,COM00644.00,2018,F.coal,3400000,,,Yes,Korea,,det_2422,
494,COM00644.00,2018,F.coal,700000,,,Yes,Philippines,,det_2422,
495,COM00644.00,2018,F.coal,2100000,,,Yes,Malaysia,,det_2422,
496,COM00644.00,2018,F.coal,1300000,,,Yes,Japan,,det_2422,
497,COM00644.00,2018,F.coal,1600000,,,Yes,Taiwan,,det_2422,
498,COM00644.00,2019,F.coal,12100000,,,Yes,China,,det_2830,
499,COM00644.00,2019,F.coal,3300000,,,Yes,India,,det_2830,
500,COM00644.00,2019,F.coal,2900000,,,Yes,Korea,,det_2830,
501,COM00644.00,2019,F.coal,800000,,,Yes,Philippines,,det_2830,
502,COM00644.00,2019,F.coal,2000000,,,Yes,Malaysia,,det_2830,
503,COM00644.00,2019,F.coal,1000000,,,Yes,Japan,,det_2830,
504,COM00644.00,2019,F.coal,1400000,,,Yes,Taiwan,,det_2830,
505,COM00644.00,2019,F.coal,200000,,,Yes,Singapore,,det_2830,
506,COM00644.00,2020,F.coal,11500000,,,Yes,China,,det_1514,
507,COM00644.00,2020,F.coal,3000000,,,Yes,India,,det_1514,
508,COM00644.00,2020,F.coal,1000000,,,Yes,Korea,,det_1514,
509,COM00644.00,2020,F.coal,1800000,,,Yes,Philippines,,det_1514,
510,COM00644.00,2020,F.coal,2100000,,,Yes,Malaysia,,det_1514,
511,COM00644.00,2020,F.coal,900000,,,Yes,Japan,,det_1514,
512,COM00644.00,2020,F.coal,1400000,,,Yes,Taiwan,,det_1514,
513,COM00644.00,2020,F.coal,200000,,,Yes,Singapore,,det_1514,
514,COM00650.00,2020,F.coal,,NPLCT (North Pulau Laut Coal Terminal),,,,,det_1510,
515,COM00652.00,2015,Con.Fe,,Port of Narvik,Rail,Yes,Norway,,det_1946,
516,COM00652.00,2016,Con.Fe,,Port of Narvik,Rail,Yes,Norway,,det_1945,
517,COM00652.00,2017,Con.Fe,,Port of Narvik,Rail,Yes,Norway,,det_1945,
518,COM00652.00,2018,Con.Fe,,Port of Narvik,Rail,Yes,Norway,,det_1232,
519,COM00652.00,2019,Con.Fe,,Port of Narvik,Rail,Yes,Norway,,det_1232,
520,COM00693.00,,Con.Cu,,La Caridad Processing,"Rail, Truck",,,,det_2818,
521,COM00709.00,2008,Con.Fe,,Lazaro Cardenas steel plant,Pipeline,No,,,det_1925,
522,COM00709.00,2009,Con.Fe,,Lazaro Cardenas steel plant,Pipeline,No,,,det_1924,
523,COM00709.00,2010,Con.Fe,,Lazaro Cardenas steel plant,Pipeline,No,,,det_1823,
524,COM00709.00,2011,Con.Fe,,Lazaro Cardenas steel plant,Pipeline,No,,,det_1923,
525,COM00709.00,2012,Con.Fe,,Lazaro Cardenas steel plant,Pipeline,No,,,det_1922,
526,COM00709.00,2013,Con.Fe,,Lazaro Cardenas steel plant,Pipeline,No,,,det_1220,
527,COM00709.00,2014,Con.Fe,,Lazaro Cardenas steel plant,Pipeline,No,,,det_1221,
528,COM00709.00,2015,Con.Fe,,Lazaro Cardenas steel plant,Pipeline,No,,,det_1921,
529,COM00709.00,2016,Con.Fe,,Lazaro Cardenas steel plant,Pipeline,No,,,det_1920,
530,COM00709.00,2017,Con.Fe,,Lazaro Cardenas steel plant,Pipeline,No,,,det_1919,
531,COM00709.00,2018,Con.Fe,,Lazaro Cardenas steel plant,Pipeline,No,,,det_1918,
532,COM00709.00,2019,Con.Fe,,Lazaro Cardenas steel plant,Pipeline,No,,,det_1218,
533,COM00713.00,2019,,,,"Sea, Rail",,,,det_1218,
534,COM00714.00,2010,Con.Fe,,Oskol Electrometallurgical Plant,Pipeline,No,,,det_1245,
535,COM00714.00,2011,Con.Fe,,Oskol Electrometallurgical Plant,Pipeline,No,,,det_1245,
536,COM00714.00,2012,Con.Fe,,Oskol Electrometallurgical Plant,Pipeline,No,,,det_1245,
537,COM00714.00,2013,Con.Fe,,Oskol Electrometallurgical Plant,Pipeline,No,,,det_1245,
538,COM00714.00,2014,Con.Fe,,Oskol Electrometallurgical Plant,Pipeline,No,,,det_1245,
539,COM00714.00,2015,Con.Fe,,Oskol Electrometallurgical Plant,Pipeline,No,,,det_1245,
540,COM00714.00,2016,Con.Fe,,Oskol Electrometallurgical Plant,Pipeline,No,,,det_1245,
541,COM00714.00,2017,Con.Fe,,Oskol Electrometallurgical Plant,Pipeline,No,,,det_1245,
542,COM00714.00,2018,Con.Fe,,Oskol Electrometallurgical Plant,Pipeline,No,,,det_1245,
543,COM00714.00,2019,Con.Fe,,Oskol Electrometallurgical Plant,Pipeline,No,,,det_1245,
544,COM00715.00,2019,F.coc,,,Rail,,,,det_1399,
545,COM00716.00,2019,F.coc,,,Rail,,,,det_1399,
546,COM00719.00,2019,Con.Ni,,Kalgoorlie Smelter,"Road, Rail",No,,,det_1608,
547,COM00721.01,2019,O.Au,395113,Darlot,Truck,,,July-June,det_1699,
548,COM00721.01,2020,O.Au,436292,Darlot,Truck,,,July-June,det_1699,
549,COM00727.00,2005,F.coal,,,Rail,,,,det_1423,
550,COM00728.00,2011,Con.Fe,1800000,Temirtau steel plant,Rail,No,,,det_1923,
551,COM00728.00,2012,Con.Fe,2270000,Temirtau steel plant,Rail,No,,,det_1922,
552,COM00728.00,2013,Con.Fe,2100000,Temirtau steel plant,Rail,No,,,det_1220,
553,COM00728.00,2014,Con.Fe,1600000,Temirtau steel plant,Rail,No,,,det_1221,
554,COM00728.00,2015,Con.Fe,900000,Temirtau steel plant,Rail,No,,,det_1921,
555,COM00728.00,2016,Con.Fe,700000,Temirtau steel plant,Rail,No,,,det_1920,
556,COM00728.00,2017,Con.Fe,700000,Temirtau steel plant,Rail,No,,,det_1919,
557,COM00728.00,2018,Con.Fe,700000,Temirtau steel plant,Rail,No,,,det_1918,
558,COM00728.00,2019,Con.Fe,900000,Temirtau steel plant,Rail,No,,,det_1218,
559,COM00732.00,2015,Con.Fe,,Port of Lulea,Rail,No,,,det_1946,
560,COM00732.00,2016,Con.Fe,,Port of Lulea,Rail,No,,,det_1945,
561,COM00732.00,2017,Con.Fe,,Port of Lulea,Rail,No,,,det_1945,
562,COM00732.00,2018,Con.Fe,,Port of Lulea,Rail,No,,,det_1232,
563,COM00732.00,2019,Con.Fe,,Port of Lulea,Rail,No,,,det_1232,
564,COM00743.00,,O.oxi,,Bwana,,Yes,Zambia,,det_1712,
565,COM00745.00,2011,O.Fe,3150000,CAP Huasco Pellet Plant,,No,,,det_2078,
566,COM00745.00,2011,O.Fe,655000,CAP Huasco Pellet Plant,Truck,No,,,det_2078,
567,COM00745.00,2012,O.Fe,7211000,CAP Huasco Pellet Plant,,No,,,det_2077,
568,COM00745.00,2013,O.Fe,6195000,CAP Huasco Pellet Plant,Rail,No,,,det_2076,
569,COM00745.00,2013,O.Fe,1293000,CAP Huasco Pellet Plant,Truck,No,,,det_2076,
570,COM00745.00,2014,O.Fe,8495000,CAP Huasco Pellet Plant,Rail,No,,,det_2075,
571,COM00745.00,2015,O.Fe,9600000,CAP Huasco Pellet Plant,Rail,No,,,det_2072,
572,COM00745.00,2016,O.Fe,9863000,CAP Huasco Pellet Plant,Rail,No,,,det_2074,
573,COM00745.00,2017,O.Fe,9047000,CAP Huasco Pellet Plant,Rail,No,,,det_2071,
574,COM00745.00,2017,O.Fe,121000,El Romeral,Truck,No,,,det_2071,
575,COM00745.00,2018,O.Fe,7673000,CAP Huasco Pellet Plant,Rail,No,,,det_2073,
576,COM00745.00,2018,O.Fe,28000,El Romeral,Truck,No,,,det_2073,
577,COM00745.00,2019,O.Fe,1841000,CAP Huasco Pellet Plant,Rail,No,,,det_1369,
578,COM00745.00,2019,O.Fe,928000,El Romeral,Truck,No,,,det_1369,
579,COM00745.00,2019,O.Fe,528000,Punta Totoralillo Port,Truck,No,,,det_1369,
580,COM00745.01,2015,,94000,El Romeral,Truck,No,,,det_2072,
581,COM00745.01,2016,,168000,El Romeral,Truck,No,,,det_2074,
582,COM00745.01,2017,,447000,El Romeral,Truck,No,,,det_2071,
583,COM00745.01,2018,,407000,El Romeral,Truck,No,,,det_2073,
584,COM00745.01,2019,,243000,El Romeral,Truck,No,,,det_1369,
585,COM00750.00,2012,F.coal,,,"Rail, Truck",,,,det_1419,
586,COM00755.00,2019,O.Al,,Chalco Henan Branch,"Rail, Road",No,,,det_1274,
587,COM00761.00,2008,F.coal,,,"Rail, Truck",,,,det_1422,
588,COM00762.00,2006,O.Al,,Korba,Road,No,,,det_2012,
589,COM00762.00,2007,O.Al,,Korba,Road,No,,,det_2012,
590,COM00762.00,2008,O.Al,,Korba,Road,No,,,det_1689,
591,COM00762.00,2009,O.Al,,Korba,Road,No,,,det_1689,
592,COM00762.00,2010,O.Al,,Korba,Road,No,,,det_1689,
593,COM00762.00,2011,O.Al,,Korba,Road,No,,,det_1308,
594,COM00762.00,2012,O.Al,,Korba,Road,No,,,det_1308,
595,COM00762.00,2013,O.Al,,Korba,Road,No,,,det_1308,
596,COM00762.00,2014,O.Al,,Korba,Road,No,,,det_1309,
597,COM00762.00,2015,O.Al,,Korba,Road,No,,,det_1309,
598,COM00762.00,2016,O.Al,,Korba,Road,No,,,det_1309,
599,COM00762.00,2017,O.Al,,Korba,Road,No,,,det_1307,
600,COM00762.00,2018,O.Al,,Korba,Road,No,,,det_1307,
601,COM00762.00,2019,O.Al,,Korba,Road,No,,,det_1307,
602,COM00771.00,2015,Con.Fe,20000,AHMSA Monclova Steel Plant,,No,,,det_2087,
603,COM00771.00,2016,Con.Fe,50000,AHMSA Monclova Steel Plant,,No,,,det_1371,
604,COM00771.00,2017,Con.Fe,,AHMSA Monclova Steel Plant,,No,,,det_1371,
605,COM00771.00,2018,Con.Fe,,AHMSA Monclova Steel Plant,,No,,,det_1371,
606,COM00774.00,,,,Tubarao port,Rail,,,,det_1159,
607,COM00784.00,2019,F.coal,,,"Rail, Truck, Barge",,,,det_1411,
608,COM00788.00,2003,F.coal,,,Rail,,,,det_1425,
609,COM00794.00,2019,F.coal,,,"Rail, Export Vessel",,,,det_2144,
610,COM00795.00,2019,F.coal,,,"Rail, Truck",,,,det_1411,
611,COM00800.00,2019,,,,"Road, Rail",,,,det_1167,
612,COM00801.00,2019,O.Al,,Chalco Henan Branch,"Rail, Road",No,,,det_1274,
613,COM00808.00,2019,F.coal,,,"Rail, Export Vessel",,,,det_2144,
614,COM00812.00,2004,F.coal,,,"Rail, Truck",,,,det_1424,
615,COM00813.00,2008,F.coal,,,Rail,,,,det_1422,
616,COM00814.00,2019,F.coal,,,"Rail, Export Vessel",,,,det_2144,
617,COM00815.00,2015,F.coal,,,"Rail, Truck",,,,det_1416,
618,COM00817.00,2015,F.coc,1560000,AHMSA Monclova Steel Plant,,No,,,det_2087,
619,COM00817.00,2016,F.coc,1310000,AHMSA Monclova Steel Plant,,No,,,det_1371,
620,COM00817.00,2017,F.coc,1370000,AHMSA Monclova Steel Plant,,No,,,det_1371,
621,COM00817.00,2018,F.coc,1390000,AHMSA Monclova Steel Plant,,No,,,det_1371,
622,COM00818.00,,,,Tubarao port,Rail,,,,det_1159,
623,COM00821.00,2011,F.coal,,,"Rail, Truck",,,,det_2175,
624,COM00826.00,2008,Con.Fe,,Indiana Harbor,"Rail, Lake vessels",No,,,det_1925,
625,COM00826.00,2009,Con.Fe,,Indiana Harbor,"Rail, Lake vessels",No,,,det_1924,
626,COM00826.00,2010,Con.Fe,,Indiana Harbor,"Rail, Lake vessels",No,,,det_1823,
627,COM00826.00,2011,Con.Fe,,Indiana Harbor,"Rail, Lake vessels",No,,,det_1923,
628,COM00826.00,2012,Con.Fe,,Indiana Harbor,"Rail, Lake vessels",No,,,det_1922,
629,COM00826.00,2013,Con.Fe,,Indiana Harbor,"Rail, Lake vessels",No,,,det_1220,
630,COM00826.00,2014,Con.Fe,,Indiana Harbor,"Rail, Lake vessels",No,,,det_1221,
631,COM00826.00,2015,Con.Fe,,Indiana Harbor,"Rail, Lake vessels",No,,,det_1921,
632,COM00826.00,2016,Con.Fe,,Indiana Harbor,"Rail, Lake vessels",No,,,det_1920,
633,COM00826.00,2017,Con.Fe,,Indiana Harbor,"Rail, Lake vessels",No,,,det_1919,
634,COM00826.00,2018,Con.Fe,,Indiana Harbor,"Rail, Lake vessels",No,,,det_1918,
635,COM00826.00,2019,Con.Fe,,Indiana Harbor,"Rail, Lake vessels",No,,,det_1218,
636,COM00828.00,2000,,,Fort Site,"Ship, Rail",Yes,Canada,,det_2772,All of Moa Project's production is shipped to the Fort Site Refinery
637,COM00828.00,2001,,,Fort Site,"Ship, Rail",Yes,Canada,,det_2772,All of Moa Project's production is shipped to the Fort Site Refinery
638,COM00828.00,2002,,,Fort Site,"Ship, Rail",Yes,Canada,,det_2208,All of Moa Project's production is shipped to the Fort Site Refinery
639,COM00828.00,2003,,,Fort Site,"Ship, Rail",Yes,Canada,,det_2207,All of Moa Project's production is shipped to the Fort Site Refinery
640,COM00828.00,2004,,,Fort Site,"Ship, Rail",Yes,Canada,,det_2206,All of Moa Project's production is shipped to the Fort Site Refinery
641,COM00828.00,2005,,,Fort Site,"Ship, Rail",Yes,Canada,,det_2205,All of Moa Project's production is shipped to the Fort Site Refinery
642,COM00828.00,2006,,,Fort Site,"Ship, Rail",Yes,Canada,,det_2204,All of Moa Project's production is shipped to the Fort Site Refinery
643,COM00828.00,2007,,,Fort Site,"Ship, Rail",Yes,Canada,,det_2203,All of Moa Project's production is shipped to the Fort Site Refinery
644,COM00828.00,2008,,,Fort Site,"Ship, Rail",Yes,Canada,,det_2202,All of Moa Project's production is shipped to the Fort Site Refinery
645,COM00828.00,2009,,,Fort Site,"Ship, Rail",Yes,Canada,,det_2201,All of Moa Project's production is shipped to the Fort Site Refinery
646,COM00828.00,2010,,,Fort Site,"Ship, Rail",Yes,Canada,,det_1430,All of Moa Project's production is shipped to the Fort Site Refinery
647,COM00828.00,2011,,,Fort Site,"Ship, Rail",Yes,Canada,,det_2200,All of Moa Project's production is shipped to the Fort Site Refinery
648,COM00828.00,2012,,,Fort Site,"Ship, Rail",Yes,Canada,,det_1429,All of Moa Project's production is shipped to the Fort Site Refinery
649,COM00828.00,2013,,,Fort Site,"Ship, Rail",Yes,Canada,,det_1647,All of Moa Project's production is shipped to the Fort Site Refinery
650,COM00828.00,2014,,,Fort Site,"Ship, Rail",Yes,Canada,,det_2214,All of Moa Project's production is shipped to the Fort Site Refinery
651,COM00828.00,2015,,,Fort Site,"Ship, Rail",Yes,Canada,,det_2213,All of Moa Project's production is shipped to the Fort Site Refinery
652,COM00828.00,2016,,,Fort Site,"Ship, Rail",Yes,Canada,,det_2212,All of Moa Project's production is shipped to the Fort Site Refinery
653,COM00828.00,2017,,,Fort Site,"Ship, Rail",Yes,Canada,,det_2211,All of Moa Project's production is shipped to the Fort Site Refinery
654,COM00828.00,2018,,,Fort Site,"Ship, Rail",Yes,Canada,,det_2210,All of Moa Project's production is shipped to the Fort Site Refinery
655,COM00828.00,2019,,,Fort Site,"Ship, Rail",Yes,Canada,,det_1432,All of Moa Project's production is shipped to the Fort Site Refinery
656,COM00837.00,2019,F.coal,,,"Rail, Export Vessel",,,,det_2144,
