id,facility_id,year,owners,operators,source_id,comment
355,COM00728.00,2019,ArcelorMittal S.A. (100%),,det_1218,
356,COM00729.00,2012,Anglo American plc (100%),,det_1106,
357,COM00732.00,2019,Luossavaara-Kiirunavaara AB (100%),Luossavaara-Kiirunavaara AB,det_2865,
358,COM00733.00,2012,Kinross Gold (100%),Kinross Gold,det_1055,
359,COM00734.00,2015,Rio Tinto (100%),,det_1065,
360,COM00736.00,2012,Anglo American plc (91.40%),,det_1106,
361,COM00737.00,2019,Glencore plc. (100%),,det_2855,
362,COM00739.00,2017,Newmont Mining Corporation (100%),,det_1595,
363,COM00741.00,2017,"Zijin Mining Group Co., Ltd. (84.22%)",,det_1322,
364,COM00744.00,2018,Anglo American plc (50.10%),,det_1103,
365,COM00747.00,2020,Antofagasta Plc. (60%),,det_2913,
366,COM00748.00,2019,"Barrick Gold Corporation (80%), State of Mali (20%)",,det_1024,
367,COM00755.00,2019,Aluminium Corporation of China Ltd. (100%),Aluminium Corporation of China Ltd.,det_1274,
368,COM00756.00,2017,"Zijin Mining Group Co., Ltd. (70%)",,det_1321,
369,COM00757.00,2013,Rio Tinto (100%),,det_1069,
370,COM00758.00,2019,OceanaGold Corp. (100%),,det_1359,
371,COM00763.00,2018,Compania de Minas Buenaventura S.A.A. (100%),Compania de Minas Buenaventura S.A.A.,det_2029,
372,COM00766.00,2019,Pan American Silver Corp. (100%),,det_1380,
373,COM00769.00,2016,Anglo American plc (100%),,det_1105,
374,COM00770.00,2016,Anglo American plc (100%),,det_1105,
375,COM00771.00,2018,"Altos Hornos de Mexico, S.A.B. de C.V. (100%)",,det_1371,
376,COM00772.00,2018,Sibanye-Stillwater (100%),,det_1092,
377,COM00773.00,2019,Compania de Minas Buenaventura S.A.A. (61.43%),,det_1631,
378,COM00774.00,2019,Vale S.A. (100%),,det_1159,
379,COM00775.00,2012,Kinross Gold (100%),Kinross Gold,det_1055,
380,COM00775.00,2018,Kinross Gold (100%),Kinross Gold,det_1053,
381,COM00776.00,2019,SSR Mining Inc. (100%),,det_1387,
382,COM00783.00,2020,"Whitehaven Coal Ltd. (75%), ICRA MC Pty Ltd (15%), J-Power Australia Pty Ltd. (10%)",Whitehaven Coal Ltd.,det_1542,
383,COM00785.00,2019,Glencore plc. (100%),,det_2855,
384,COM00786.00,2019,Agnico Eagle Mines Limited (100%),,det_1632,
385,COM00789.00,2019,Agnico Eagle Mines Limited (100%),,det_1632,
386,COM00790.00,2020,Premier Gold Mines Ltd. (100%),,det_2918,
387,COM00791.00,2017,Newmont Mining Corporation (100%),,det_1595,
388,COM00794.00,2019,Peabody Energy Corp. (100%),,det_2144,
389,COM00800.00,2019,Freeport-McMoRan Inc. (100%),,det_1167,
390,COM00801.00,2019,Aluminium Corporation of China Ltd. (100%),Aluminium Corporation of China Ltd.,det_1274,
391,COM00802.00,2020,"Zijin Mining Group Co., Ltd. (95%)",,det_1329,
392,COM00805.00,2013,Newmont Mining Corporation (100%),,det_1012,
393,COM00808.00,2018,Yancoal Australia Ltd (50%),,det_2928,
394,COM00808.00,2019,Peabody Energy Corp. (50%),,det_2144,
395,COM00814.00,2019,Peabody Energy Corp. (100%),,det_2144,
396,COM00816.00,2018,"Sibanye-Stillwater (50%), Impala Platinum (50%(",Impala Platinum,det_1092,
397,COM00818.00,2019,Vale S.A. (96%),,det_1159,
398,COM00822.00,2020,Yamana Gold Inc. (100%),,det_1211,
399,COM00824.00,2018,Codelco (100%),,det_1171,
400,COM00826.00,2019,ArcelorMittal S.A. (100%),ArcelorMittal S.A.,det_1218,
401,COM00827.00,2019,Pembridge Resources Ltd. (100%),,det_1145,
402,COM00828.00,2019,Sherritt International Corp. (50%),,det_1432,
403,COM00829.00,2018,AngloGold Ashanti (100%),,det_1057,sold effective 28 February 2018
404,COM00830.00,2019,Vale S.A. (80.75%),,det_1159,
405,COM00831.00,2019,"African Rainbow Minerals Ltd. (41.5%), Anglo American plc (50%)",African Rainbow Minerals Ltd.,det_1265,
406,COM00834.00,2019,ArcelorMittal S.A. (85%),ArcelorMittal S.A.,det_1218,
407,COM00834.01,2019,ArcelorMittal S.A. (85%),ArcelorMittal S.A.,det_1218,
408,COM00836.00,2018,Yancoal Australia Ltd (81%),,det_2928,
409,COM00837.00,2019,Peabody Energy Corp. (73.3%),,det_2144,
410,COM00838.00,2019,Glencore plc. (73.1%),,det_2855,
411,COM00839.00,2020,Anglo American plc (88%),,det_1115,
412,COM00840.00,2019,"Freeport-McMoRan Inc. (72%), Sumitomo Metal Mining Arizona, Inc. (15%), SMM Morenci, Inc. (13%)",,det_1167,
413,COM00841.00,2018,AngloGold Ashanti (40%),,det_1057,
414,COM00841.00,2019,"Barrick Gold Corporation (40%), AngloGold Ashanti (40%), State of Mali (20%)",,det_2869,
415,COM00842.00,2019,Pan American Silver Corp. (92.3%),,det_1380,
416,COM00844.00,2019,Vale S.A. (100%),,det_1159,
417,COM00847.00,2002,AngloGold Ashanti (100%),,det_1062,
418,COM00849.00,2018,Anglo American plc (78%),,det_1103,
419,COM00850.00,2019,BHP (100%),BHP,det_1608,
420,COM00852.00,2019,"BHP (85%), ITOCHU Minerals and Energy of Australia (8%), Mitsui Iron Ore Corporation (7%)",BHP,det_1608,
421,COM00853.00,2019,BHP (100%),BHP,det_1608,
422,COM00854.00,2019,"Mineral Resources Limited (50%), Jiangxi Ganfeng Lithium Co. Ltd (50%)",,det_2919,
423,COM00856.00,2019,"BHP (85%), Mitsui-ITOCHU Iron (10%), ITOCHU Minerals and Energy of Australia (5%)",BHP,det_1608,
424,COM00857.01,2018,"Yancoal Australia Ltd (80%), POSCO Australia Pty Ltd (20%)",,det_2928,
425,COM00857.02,2018,"Yancoal Australia Ltd (84.47%), Nippon Steel and Sumitomo Metal Australia Pty Limited (9.53%), Mitsubishi Materials (Australia) Pty Limited (6%).",,det_2928,
426,COM00859.00,2019,"South32 (47.1%),  Industrial Development Corporation of South Africa Limited (24%), State of Mozambique (3.9%)",,det_1147,
427,COM00860.00,2018,AngloGold Ashanti (100%),,det_1057,
428,COM00861.00,2018,Rio Tinto (12%),,det_1065,
429,COM00870.00,2015,"Rio Tinto (77.8%), sold on 17 June 2015",,det_1066,sold on 17 June 2015
430,COM00872.00,2019,Glencore plc. (100%),,det_2855,
431,COM00874.00,2007,"After 2007: Goldcorp (100%), Until 2007: Kinross Gold (31.93%)",Goldcorp,det_1743,
432,COM00874.00,2019,Newmont Mining Corp. (100%),,det_1151,
433,COM00875.00,2021,Idemitsu Australia Resources (100%),,det_1545,
434,COM00876.00,2019,Glencore plc. (100%),,det_2855,
435,COM00878.00,2019,Rusal Plc. (100%),,det_1277,
436,COM00879.00,2008,Anglo American plc (100%),,det_1113,
437,COM00881.00,2018,Newcrest Mining Limited (71.42%),,det_2907,
438,COM00882.00,2019,Aluminium Corporation of China Ltd. (100%),Aluminium Corporation of China Ltd.,det_1274,
439,COM00885.00,2020,"Whitehaven Coal Ltd. (77.5%), J-Power (7.5%), Upper Horn Investments Limited (7.5%), Daewoo International Corporation and  Korea Resources Corporation (7.5%)",Whitehaven Coal Ltd.,det_1542,
440,COM00886.00,2014,AngloGold Ashanti (100%),,det_1057,Sold in 2014 to QKR Corp Ltd.
441,COM00887.00,2019,Navajo Transitional Energy Company (100%),,det_1608,
442,COM00889.00,2003,Rio Tinto (49%),,det_1072,
443,COM00889.00,2020,Lundin Mining Corp. (100%),,det_1204,
444,COM00890.00,2020,Terracom Ltd. (49.0%),,det_1546,
445,COM00898.00,2019,BHP (100%),BHP,det_1608,
446,COM00901.00,2019,Rusal Plc. (100%),,det_1277,
447,COM00903.00,2018,Anglo American plc (100%),,det_1104,
448,COM00904.00,2019,"MMC Norlisk Nickel (50%), African Rainbow Minerals Ltd.  (50%)",,det_2916,
449,COM00906.00,2018,Fresnillo plc (100%),,det_1125,
450,COM00909.00,2019,MMC Norlisk Nickel (100%),,det_1201,
451,COM00910.00,2019,MMC Norlisk Nickel (100%),,det_1201,
452,COM00912.00,2019,Peabody Energy Corp. (100%),,det_2144,
453,COM00913.00,2020,Terracom Ltd. (49.0%),,det_1546,
454,COM00915.00,2019,Peabody Energy Corp. (100%),,det_2144,
455,COM00916.00,2019,"Acacia Mining plc, 63.9% subsidiary of Barrick Gold Corporation",,det_1035,
456,COM00917.00,2019,Rusal Plc. (100%),,det_1277,
457,COM00919.00,2018,MetInvest B.V. (96.8%),,det_1225,
458,COM00922.00,2015,"Rio Tinto (80%), sold their interest on 1 December 2013",,det_1066,
459,COM00923.00,2019,Cleveland-Cliffs Inc. (100%),,det_1233,
460,COM00924.00,2019,"BHP (50%), Mitsubishi Development (50%)",BHP Mitsubishi Alliance (BMA),det_1608,
461,COM00925.00,2019,Rusal Plc. (100%),,det_1277,
462,COM00927.00,2018,Joint Venture: Teck Resources Limited (50%),,det_1602,
463,COM00929.00,2014,Cleveland-Cliffs Inc. (100%),,det_1234,
464,COM00932.00,2018,AngloGold Ashanti (100%),,det_1057,
465,COM00936.00,2020,PAO Severstal (100%),PAO Severstal,det_2921,
466,COM00937.00,2019,BHP (100%),BHP,det_1608,
467,COM00940.00,2019,Vale S.A. (100%),,det_1159,
468,COM00942.00,2019,Compania de Minas Buenaventura S.A.A. (100%),Compania de Minas Buenaventura S.A.A.,det_1631,
469,COM00949.00,2018,Rio Tinto (33.5%),,det_1065,
470,COM00950.00,2020,"Zijin Mining Group Co., Ltd. (100%)",,det_1314,
471,COM00953.00,2013,Rio Tinto (57.7%),,det_1069,sold on 31 July 2013
472,COM00955.00,2019,BHP (100%),BHP,det_1608,
473,COM00958.00,2019,"Vedanta Limited (64.9%), Government of India (29.5%)",Hindustan Zinc Limited,det_1307,
474,COM00959.00,2018,Kinross Gold (100%),Kinross Gold,det_1047,
475,COM00962.00,2019,Vale S.A. (100%),,det_1159,
476,COM00969.00,2019,"BHP (50%), Mitsubishi Development (50%)",BHP Mitsubishi Alliance (BMA),det_1608,
477,COM00970.00,2019,"ArcelorMittal S.A. (50%), Ternium S.A. (50%)",,det_1218,
478,COM00971.00,2019,Newmont Mining Corp. (100%),,det_1151,
479,COM00972.00,2018,Teck Resources Limited (100%),,det_1086,
480,COM00976.00,2002,BHP (100%),BHP,det_2911,
481,COM00977.00,2019,PT Bayan Resources Tbk. (100%),,det_1519,
482,COM00981.00,2017,Newmont Mining Corporation (100%),,det_1595,
483,COM00981.02,2015,Newmont Mining Corporation (100%),,det_1013,
484,COM00984.00,2019,Aluminium Corporation of China Ltd. (100%),Aluminium Corporation of China Ltd.,det_1274,
485,COM00986.00,2019,Aluminium Corporation of China Ltd. (100%),Aluminium Corporation of China Ltd.,det_1274,
486,COM00989.00,2014,Cleveland-Cliffs Inc. (100%),,det_1234,
487,COM00990.00,2019,Agnico Eagle Mines Limited (100%),,det_1632,
488,COM00991.00,2019,Capstone Mining Corp. (100%),,det_1142,
489,COM00992.00,2019,PT Garda Tujuh Buana Tbk. (100%),,det_2448,
490,COM00996.00,2019,Alcoa Corp. (100%),Alcoa Corp.,det_1270,
491,COM00999.00,2019,"BHP (80%), Mitsui and Co (20%)",BHP Mitsui Coal (BMC),det_1608,
492,COM01006.00,2013,Compania de Minas Buenaventura S.A.A. (100%),Compania de Minas Buenaventura S.A.A.,det_1343,
493,COM01007.00,2007,"After 2007: Goldcorp (100%), Until 2007: Kinross Gold (49%)",Goldcorp,det_1743,
494,COM01007.00,2019,Newmont Mining Corp. (100%),,det_1151,
495,COM01008.00,2019,"Barrick Gold Corporation (47.5%), Zijin Mining Group (47.5%), Mineral Resources Enga (5%)",,det_1032,
496,COM01010.00,2019,"BHP (65%), ITOCHU Minerals and Energy of Australia (8%), Mitsui Iron Ore Corporation (7%), POS-Ore (20%)",BHP,det_1608,
497,COM01012.00,2019,ArcelorMittal S.A. (51%),,det_1218,
498,COM01013.00,2019,ArcelorMittal S.A. (100%),,det_1218,
499,COM01015.00,2019,OZ Minerals Ltd. (100%),,det_2927,
500,COM01016.00,2019,"PT Adaro Energy TBK (88.5%), Electricity Generating Authority of Thailand International Company Limited (EGATi) (11.5%)",,det_1508,
501,COM01018.00,2019,Aluminium Corporation of China Ltd. (96.28%),PT Nusapati Prima,det_1274,
502,COM01019.00,2020,PT Baramulti Suksessarana Tbk. (100%),,det_2430,
503,COM01021.00,2020,PT Baramulti Suksessarana Tbk. (100%),,det_1517,
504,COM01027.00,2019,PT Adaro Energy TBK (61.04%),,det_1508,
505,COM01029.00,2019,PT Bayan Resources Tbk. (92.7%),,det_1519,
506,COM01035.00,2019,Aluminium Corporation of China Ltd. (96.28%),PT Nusapati Prima,det_1274,
507,COM01039.00,2019,PT Harum Energy Tbk. (80%),,det_1530,
508,COM01041.00,2020,PT Indika Energy Tbk. (85%),,det_1514,
509,COM01042.00,2019,PT Adaro Energy TBK (75%),,det_1508,
510,COM01044.00,2019,"PT-FI (25%), Mitsubishi Materials Corporation (60.5%), Mitsubishi Corporation RtM Japan Ltd. (9.5%) and JX Nippon Mining & Metals Corporation (5%)",PT-FI,det_1167,
511,COM01045.00,2019,PT Golden Eagle Energy Tbk. (85%),,det_1527,
512,COM01050.00,2019,Aluminium Corporation of China Ltd. (96.28%),PT Nusapati Prima,det_1274,
513,COM01052.00,2019,"Barrick Gold Corporation (60%), Goldcorp (40%)",,det_1024,
514,COM01053.00,2019,SSR Mining Inc. (75%),,det_1387,
515,COM01055.00,2018,First Quantum Minerals Limited (100%),,det_1089,
516,COM01056.00,2018,"Teck Resources Limited (90%), Empresa Nacional de Mineria (10%)",,det_1083,
517,COM01058.00,2018,Rio Tinto (80%),,det_1065,
518,COM01059.00,2014,Anglo American plc (81.90%),,det_1114,
519,COM01061.00,2019,"Vedanta Limited (64.9%), Government of India (29.5%)",Hindustan Zinc Limited,det_1307,
520,COM01061.01,2019,"Vedanta Limited (64.9%), Government of India (29.5%)",Hindustan Zinc Limited,det_1307,
521,COM01062.00,2019,"Vedanta Limited (64.9%), Government of India (29.5%)",Hindustan Zinc Limited,det_1307,
522,COM01066.00,2018,First Quantum Minerals Limited (100%),,det_1089,
523,COM01067.00,2020,"Golden Energy and Resources Ltd. (50%), EMR Capital (50%)",,det_1529,
524,COM01070.00,2019,Peabody Energy Corp. (100%),,det_2144,
525,COM01071.00,2013,Compania de Minas Buenaventura S.A.A. (100%),Compania de Minas Buenaventura S.A.A.,det_1343,
526,COM01072.00,2018,Teck Resources Limited (100%),,det_1085,
527,COM01074.00,2020,Evolution Mining (100%),,det_1153,
528,COM01076.00,2018,Hudbay Minerals Inc (70%),,det_2912,
529,COM01081.00,2020,Metals X Ltd. (50%),,det_1437,
530,COM01084.00,2018,Sibanye-Stillwater (100%),,det_1092,
531,COM01085.00,2018,Rio Tinto (100%),,det_1065,
532,COM01086.00,2019,Nickel Asia Corp. (60%),,det_1447,
533,COM01089.00,2019,ArcelorMittal S.A. (100%),,det_1218,
534,COM01090.01,2018,Rio Tinto (53%),,det_1065,
535,COM01090.03,2018,Rio Tinto (53%),,det_1065,
536,COM01097.00,2018,MMG (100%),,det_1606,
537,COM01098.00,2018,Hudbay Minerals Inc (100%),,det_2912,
538,COM01100.00,2018,Rio Tinto (68.4%),,det_1065,
539,COM01101.00,2018,Kinross Gold (100%),Kinross Gold,det_2904,
540,COM01102.00,2019,"Jinchuan Group International Resources Co. Ltd (75%), Gecamines SA (25%)",,det_1449,
541,COM01105.00,2018,Sibanye-Stillwater (100%),,det_1092,
542,COM01106.00,2018,AngloGold Ashanti (41%),,det_1057,
543,COM01107.00,2019,Freeport-McMoRan Inc. (100%),,det_1167,
544,COM01108.00,2015,"Rio Tinto (100%), sold on 16 December 2013",,det_1066,
545,COM01112.00,2019,Vale S.A. (100%),,det_1159,
546,COM01113.00,2018,Codelco (100%),,det_1171,
547,COM01114.00,2019,"BHP Billiton Brasil Limitada (50%), Vale S.A. (50%)",Samarco,det_1608,
548,COM01116.00,2020,Aura Minerals Inc. (100%),,det_1216,
549,COM01120.00,2019,ArcelorMittal S.A. (100%),,det_1218,
550,COM01123.00,2018,Fresnillo plc (100%),,det_1125,
551,COM01128.00,2019,Pan American Silver Corp. (95%),,det_1380,
552,COM01130.00,2019,Aluminium Corporation of China Ltd. (100%),Aluminium Corporation of China Ltd.,det_1274,
553,COM01131.00,2019,"Capstone Mining Corp. (70%), Korea Resources Corporation (30%)",,det_1144,
554,COM01132.00,2020,Aura Minerals Inc. (100%),,det_1217,
555,COM01133.00,2019,Vale S.A. (100%),,det_1159,
556,COM01134.00,2019,"BHP (50%), Mitsubishi Development (50%)",BHP Mitsubishi Alliance (BMA),det_1608,
557,COM01138.00,2018,Fresnillo plc (100%),,det_1125,
558,COM01140.00,2012,AngloGold Ashanti (100%),,det_1059,
559,COM01142.00,2019,Rusal Plc. (100%),,det_1277,
560,COM01143.00,2019,SSR Mining Inc. (100%),,det_1387,
561,COM01144.00,2015,"Rio Tinto (100%), sold on 1 June 2013",,det_1066,
562,COM01146.00,2003,BHP (100%),BHP,det_1139,
563,COM01150.00,2018,First Quantum Minerals Limited (100%),,det_1089,
564,COM01151.00,2016,"MMG (90%), Laos Government (10%)","Lane Xang Minerals Limited (LXML), subsidiary of MMG: MMG (90%), Laos Government (10%)",det_2847,
565,COM01152.00,2019,ArcelorMittal S.A. (100%),,det_1218,
566,COM01153.00,2018,AngloGold Ashanti (100%),,det_1057,
567,COM01154.00,2019,Vale S.A. (100%),,det_1159,
568,COM01155.00,2019,Vale S.A. (100%),,det_1159,
569,COM01156.00,2019,Vale S.A. (100%),,det_1159,
570,COM01164.00,2019,Pan American Silver Corp. (100%),,det_1380,
571,COM01166.00,2020,"Zijin Mining Group Co., Ltd. (70%)",,det_1318,
572,COM01169.00,2019,Aluminium Corporation of China Ltd. (85.98%),,det_1274,
573,COM01172.00,2015,Rio Tinto (100%),,det_1066,
574,COM01174.00,2019,China Shenhua Energy Company Ltd. (100%),,det_1376,
575,COM01175.00,2019,China Shenhua Energy Company Ltd. (62.82%),,det_1376,
576,COM01178.00,2013,Compania de Minas Buenaventura S.A.A. (100%),Compania de Minas Buenaventura S.A.A.,det_1343,
577,COM01180.00,2019,Peabody Energy Corp. (100%),,det_2144,
578,COM01183.00,2020,"Zijin Mining Group Co., Ltd. (100%)",,det_1317,
579,COM01184.00,2020,"Zijin Mining Group Co., Ltd. (56%)",,det_1319,
580,COM01190.00,2019,Freeport-McMoRan Inc. (100%),,det_1167,
581,COM01191.00,2018,AngloGold Ashanti (85%),,det_1057,
582,COM01198.00,2019,CITIC Limited (100%),,det_1356,
583,COM01200.00,2020,Perseues Mining Ltd. (86%),,det_1456,
584,COM01201.00,2010,Anglo American plc (100%),,det_1111,
585,COM01201.00,2019,Vedanta Limited (100%),,det_1307,
586,COM01204.00,2018,Rio Tinto (20%),,det_1065,
587,COM01205.00,2013,Fresnillo plc (56%),,det_1126,
588,COM01206.00,2019,Peabody Energy Corp. (100%),,det_2144,
589,COM01207.00,2015,"Rio Tinto (50%), sold on 31 October 2014",,det_1066,
590,COM01209.00,2019,Vale S.A. (100%),,det_1159,
591,COM01214.00,2019,"BHP (80%), Mitsui and Co (20%)",BHP Mitsui Coal (BMC),det_1608,
592,COM01216.00,2014,MetInvest B.V. (45.9%),,det_1225,
593,COM01222.00,2018,Cloud Peak Energy Inc. (100%),,det_1077,
594,COM01224.00,2019,Novolipetsk Steel (100%),,det_1361,
595,COM01225.00,2019,ArcelorMittal S.A. (100%),,det_1218,
596,COM01227.00,2018,Sibanye-Stillwater (100%),,det_1092,
597,COM01229.00,2019,Novolipetsk Steel (100%),,det_1361,
598,COM01231.00,2018,Yancoal Australia Ltd (100%),,det_2928,
599,COM01243.00,2018,AngloGold Ashanti (100%),,det_1057,
600,COM01246.01,2019,PT Bayan Resources Tbk. (90%),,det_1519,
601,COM01246.02,2019,PT Bayan Resources Tbk. (90%),,det_1519,
602,COM01246.03,2019,PT Bayan Resources Tbk. (100%),,det_1519,
603,COM01247.00,2018,First Quantum Minerals Limited (100%),,det_1089,
604,COM01248.00,2019,Nickel Asia Corp. (65%),,det_1447,
605,COM01249.00,2019,Nickel Asia Corp. (10%),,det_1447,
606,COM01251.00,2019,Compania de Minas Buenaventura S.A.A. (61.43%),,det_1631,
607,COM01253.00,2020,"Zijin Mining Group Co., Ltd. (60%)",,det_1316,
608,COM01255.00,2019,Compania de Minas Buenaventura S.A.A. (100%),Compania de Minas Buenaventura S.A.A.,det_1631,
609,COM01256.00,2000,AngloGold Ashanti (100%),,det_1063,
610,COM01256.00,2017,Newmont Mining Corporation (100%),,det_1595,
611,COM01258.00,2019,Compania de Minas Buenaventura S.A.A. (40.10%),Compania de Minas Buenaventura S.A.A.,det_1631,
612,COM01265.00,2018,Kinross Gold (100%),Kinross Gold,det_1051,
613,COM01266.00,2010,AngloGold Ashanti (100%),,det_1059,
614,COM01267.00,2017,AngloGold Ashanti (100%),,det_1057,
615,COM01268.00,2019,PT Aneka Tambang Tbk (100%),,det_1312,
616,COM01269.00,2019,PT Bayan Resources Tbk. (100%),,det_1519,
617,COM01270.00,2018,Newcrest Mining Limited (100%),,det_2907,
618,COM01271.00,2016,GEMCO (100%),,det_2910,
619,COM01272.00,2019,ArcelorMittal S.A. (100%),,det_1218,
620,COM01273.00,2015,"Lundin Mining Corp. (24%), Freeport-McMoRan Inc. (56%), Gecamines S.A. (20%)",Freeport-McMoRan Inc.,det_1851,
621,COM01274.00,2016,Anglo American plc (48.20%),,det_1105,
622,COM01275.00,2020,Red River Resources Ltd. (100%),,det_1457,
623,COM01281.00,2019,CITIC Dameng Holdings Limited (100%),,det_2044,
624,COM01282.00,2019,Cleveland-Cliffs Inc. (100%),,det_1233,
625,COM01283.00,2019,Rusal Plc. (100%),,det_1277,
626,COM01284.01,2019,Pan American Silver Corp. (100%),,det_1380,
627,COM01284.02,2019,Pan American Silver Corp. (100%),,det_1380,
628,COM01285.00,2015,Rio Tinto (79.4%),,det_1065,
629,COM01287.00,2018,Rio Tinto (51.6%),,det_1065,
630,COM01289.00,2019,"Barrick Gold Corporation (89.7%), State of Côte d'Ivoire (10%), Ivorian investors (0.3%)",,det_1028,
631,COM01290.00,2018,Southern Copper Corporation,,det_2902,
632,COM01295.00,2020,Aeris Resources Ltd. (100%),,det_1433,
633,COM01296.00,2018,AngloGold Ashanti (70%),,det_1057,
634,COM01299.00,2017,PT Borneo Lumbung Energi & Metal Tbk. (99.99%),,det_2441,
635,COM01307.00,2019,Peabody Energy Corp. (100%),,det_2144,
636,COM01308.01,2017,Newmont Mining Corporation (100%),,det_1595,
637,COM01308.02,2017,Newmont Mining Corporation (25%),,det_1595,
638,COM01308.02,2019,"Barrick Gold Corporation (75%), Newmont Mining Corporation (25%)",,det_1024,
639,COM01310.00,2019,"African Rainbow Minerals Ltd. (54%), Impala Platinum (46%)",African Rainbow Minerals Ltd.,det_1265,
640,COM01311.00,2019,Freeport-McMoRan Inc. (100%),,det_1167,
641,COM01313.00,2020,Terracom Ltd. (48.9%),,det_1546,
642,COM01314.00,2019,Compania de Minas Buenaventura S.A.A. (100%),Compania de Minas Buenaventura S.A.A.,det_1631,
643,COM01316.00,2003,AngloGold Ashanti (100%),,det_1061,
644,COM01319.00,2019,Cleveland-Cliffs Inc. (100%),,det_1233,
645,COM01320.00,2018,Anglo American plc (78%),,det_1103,
646,COM01322.00,2019,Rusal Plc. (100%),,det_1277,
647,COM01325.00,2019,Vale S.A. (95%),,det_1159,
648,COM01326.00,2019,Vale S.A. (70%),,det_1159,
649,COM01327.00,2019,Vale S.A. (100%),,det_1159,
650,COM01329.00,2019,Vale S.A. (100%),,det_1159,
651,COM01331.00,2019,"Barrick Gold Corporation (50%), Shandong Gold (50%)",,det_1033,
652,COM01332.00,2018,Codelco (100%),,det_1171,
653,COM01333.00,2009,"Metorex Ltd. (55%), Medu Capital (15%) Minerales Y Productos Derivados S.A. (30%)",,det_1451,
654,COM01340.00,2019,Rusal Plc. (100%),,det_1277,
655,COM01342.00,2020,PAO Severstal (100%),PAO Severstal,det_2922,
656,COM01344.00,2018,Sibanye-Stillwater (50%),,det_1092,
657,COM01345.00,2014,Cleveland-Cliffs Inc. (100%),,det_1234,
658,COM01346.00,2018,"Newcrest Mining Limited (50%), Harmony Gold Mining Company Limited (50%)",,det_2907,
659,COM01348.00,2019,PT Bayan Resources Tbk. (100%),,det_1519,
660,COM01349.00,2019,CITIC Dameng Holdings Limited (100%),,det_2044,
661,COM01350.00,2013,Newmont Mining Corporation (100%),,det_1012,
662,COM01350.00,2019,OceanaGold Corp. (100%),,det_1359,
663,COM01355.00,2018,Rio Tinto (100%),,det_1065,
664,COM01359.00,2020,Whitehaven Coal Ltd. (100%),Whitehaven Coal Ltd.,det_1542,
665,COM01364.00,2019,ArcelorMittal S.A. (85%),,det_1218,
666,COM01370.00,2019,Peabody Energy Corp. (100%),,det_2144,
667,COM01371.01,2019,Peabody Energy Corp. (100%),,det_2144,
668,COM01371.02,2019,Peabody Energy Corp. (100%),,det_2144,
669,COM01373.00,2019,Peabody Energy Corp. (100%),,det_2144,
670,COM01375.00,2019,Rusal Plc. (100%),,det_1277,
671,COM01377.00,2019,Mineral Resources Limited (100%),,det_2919,
672,COM01378.00,2019,"South32 (86%), Japan Alumina Associates Pty Ltd. (10%), Sojitz Alumina Pty Ltd. (4%)",,det_1865,
673,COM01379.00,2020,"Zijin Mining Group Co., Ltd. (100%)",,det_1328,
674,COM01380.00,2019,Aluminium Corporation of China Ltd. (100%),Aluminium Corporation of China Ltd.,det_1274,
675,COM01381.00,2019,Aluminium Corporation of China Ltd. (100%),Aluminium Corporation of China Ltd.,det_1274,
676,COM01384.00,2018,"Zijin Mining Group Co., Ltd. (56%)",,det_1332,
677,COM01385.00,2019,Aluminium Corporation of China Ltd. (100%),Aluminium Corporation of China Ltd.,det_1274,
678,COM01387.00,2020,PAO Severstal (100%),PAO Severstal,det_2923,
679,COM01388.00,2017,Newmont Mining Corporation (54.05%),,det_1595,
680,COM01390.00,2019,"BHP (85%), ITOCHU Minerals and Energy of Australia (8%), Mitsui Iron Ore Corporation (7%)",BHP,det_1608,
681,COM01392.00,2019,Aluminium Corporation of China Ltd. (100%),Aluminium Corporation of China Ltd.,det_1274,
682,COM01395.00,2018,Yancoal Australia Ltd (100%),,det_2928,
683,COM01396.00,2018,Rio Tinto (100%),,det_1065,
684,COM01397.00,2018,AngloGold Ashanti (40%),,det_1057,
685,COM01399.00,2019,Sierra Metals Inc. (82%),Sociedad Minera Corona S.A.,det_1385,
686,COM01400.00,2018,MetInvest B.V. (92.2%),,det_1225,
687,COM01403.00,2017,"Zijin Mining Group Co., Ltd. (100%)",,det_1322,
688,COM01405.00,2017,"Zijin Mining Group Co., Ltd. (77.5%)",,det_1321,
689,COM01409.00,2018,Teck Resources Limited (80%),,det_1602,
690,COM01410.00,2019,"Barrick Gold Corporation (50%), Antofagasta Plc (50%)",Antofagasta Plc,det_2903,
691,COM01411.00,2018,MetInvest B.V. (56.9%),,det_1225,
692,COM01412.00,2018,MetInvest B.V. (49.9%),,det_1225,
693,COM01416.00,2019,"Vedanta Limited (64.9%), Government of India (29.5%)",Hindustan Zinc Limited,det_1307,
694,COM01418.00,2020,"Zijin Mining Group Co., Ltd. (70%)",,det_1313,
695,COM01428.00,2019,China Shenhua Energy Company Ltd. (57.76%),,det_1376,
696,COM01430.00,2020,"Zijin Mining Group Co., Ltd. (100%)",,det_1315,
697,COM01432.00,2020,Lundin Mining Corp. (100%),,det_2917,
698,COM01433.00,2018,Sibanye-Stillwater (74%),,det_1092,
699,COM01435.00,2019,Aluminium Corporation of China Ltd. (100%),Aluminium Corporation of China Ltd.,det_1274,
